graph,emb,dim,param,exec_time,landmarks,model,iter,accuracy,precision,recall,fscore
email,hope,8,ppr,1.75,-1,xgboost,6,0.4166666666666667,0.2159163173869056,0.2452747326060669,0.2140961276096411
email,hope,8,ppr,1.7,-1,xgboost,7,0.3214285714285714,0.179802525184903,0.1612313015931437,0.1561012401451385
email,hope,8,ppr,1.74,-1,xgboost,8,0.3333333333333333,0.2132903206917844,0.198231380133554,0.1951670751699355
email,hope,8,ppr,1.71,-1,xgboost,9,0.365079365079365,0.2095952945001858,0.1940036895471678,0.1960140165696594
email,hope,8,katz,1.42,-1,xgboost,0,0.4047619047619047,0.2232790236079709,0.2391052417368207,0.2146069631181125
email,hope,8,katz,1.4,-1,xgboost,1,0.4246031746031746,0.2484925331079177,0.2566168999940929,0.2422136631743593
email,hope,8,katz,1.41,-1,xgboost,2,0.4801587301587302,0.2920773618773456,0.2672298788469149,0.2616340861146955
email,hope,8,katz,1.42,-1,xgboost,3,0.3968253968253968,0.2518888075222917,0.2443590360257027,0.2288852093581164
email,hope,8,katz,1.4,-1,xgboost,4,0.376984126984127,0.2260955564902933,0.2553063843168943,0.2233500524660346
email,hope,8,katz,1.4,-1,xgboost,5,0.376984126984127,0.2680946546331162,0.2570524171944049,0.2339537253617835
email,hope,8,katz,1.47,-1,xgboost,6,0.4404761904761904,0.2616379060892261,0.2555221228266284,0.2393932076745468
email,hope,8,katz,1.42,-1,xgboost,7,0.3611111111111111,0.1547270634048466,0.1709976907987177,0.1581588713448478
email,hope,8,katz,1.43,-1,xgboost,8,0.4047619047619047,0.2083093728693823,0.216401842923582,0.2020154964144902
email,hope,8,katz,1.41,-1,xgboost,9,0.3809523809523809,0.1974050166357858,0.1963785811611898,0.1854869943418918
email,hope,8,aa,1.42,-1,xgboost,0,0.4126984126984127,0.2109490616536629,0.2232065205749416,0.2046315332270269
email,hope,8,aa,1.39,-1,xgboost,1,0.4365079365079365,0.2446975267379679,0.2482584633933318,0.226611189766149
email,hope,8,aa,1.41,-1,xgboost,2,0.4603174603174603,0.2865279876149442,0.291886323136323,0.2724722869089541
email,hope,8,aa,1.41,-1,xgboost,3,0.4603174603174603,0.2690570083566688,0.2908334599124073,0.2713354327759175
email,hope,8,aa,1.39,-1,xgboost,4,0.3968253968253968,0.2540579303737198,0.2482962118268456,0.2318129461993125
email,hope,8,aa,1.39,-1,xgboost,5,0.3888888888888889,0.1952970830675434,0.2072742401558324,0.1918154849841483
email,hope,8,aa,1.42,-1,xgboost,6,0.4365079365079365,0.2401440280750625,0.2569793862147685,0.233619956364864
email,hope,8,aa,1.36,-1,xgboost,7,0.3611111111111111,0.1938225962000211,0.1844609124294618,0.1768829045862804
email,hope,8,aa,1.4,-1,xgboost,8,0.4047619047619047,0.2444017670738318,0.2381460811784111,0.2271182350490428
email,hope,8,aa,1.39,-1,xgboost,9,0.4285714285714285,0.2137252221555127,0.2269743477981465,0.2080346845106942
email,hope,10,ppr,1.86,-1,xgboost,0,0.4563492063492063,0.3280795577695529,0.27579739948161,0.2668082782897896
email,hope,10,ppr,1.8,-1,xgboost,1,0.369047619047619,0.2159607055163263,0.2065460320624794,0.1968590628213545
email,hope,10,ppr,1.84,-1,xgboost,2,0.3809523809523809,0.1912858509012355,0.1974834385512523,0.1886288841003481
email,hope,10,ppr,1.83,-1,xgboost,3,0.4325396825396825,0.2211083611083611,0.2627104377104376,0.2339711367588605
email,hope,10,ppr,1.81,-1,xgboost,4,0.4087301587301587,0.2482959941293274,0.2606631434507119,0.2416305327697899
email,hope,10,ppr,1.79,-1,xgboost,5,0.3809523809523809,0.2237143497183819,0.1926562952767314,0.1895321841900789
email,hope,10,ppr,1.89,-1,xgboost,6,0.4841269841269841,0.3197548024753907,0.3160939512513725,0.2944722471478845
email,hope,10,ppr,1.82,-1,xgboost,7,0.3928571428571428,0.2065017486993293,0.2064361625216888,0.1937015414801119
email,hope,10,ppr,1.88,-1,xgboost,8,0.3849206349206349,0.2457168773910855,0.2357122624681152,0.230584133775422
email,hope,10,ppr,1.82,-1,xgboost,9,0.4285714285714285,0.2580265865359402,0.2515041999991833,0.2430244436055794
email,hope,10,katz,1.54,-1,xgboost,0,0.4365079365079365,0.2161104223508244,0.2354283418385982,0.2164450718677915
email,hope,10,katz,1.5,-1,xgboost,1,0.503968253968254,0.2786611305361305,0.3145119411533885,0.281924284430128
email,hope,10,katz,1.55,-1,xgboost,2,0.5158730158730159,0.2955603615510736,0.2784122273924905,0.275187134676232
email,hope,10,katz,1.52,-1,xgboost,3,0.4444444444444444,0.2633553813040992,0.2581174997841665,0.2477568591539179
email,hope,10,katz,1.52,-1,xgboost,4,0.4087301587301587,0.242768088763512,0.2512468934845503,0.2222554105414337
email,hope,10,katz,1.53,-1,xgboost,5,0.4801587301587302,0.2886918455940195,0.3313072700344505,0.2886660129852349
email,hope,10,katz,1.54,-1,xgboost,6,0.492063492063492,0.3149930796895992,0.3264402978243426,0.2927220518141289
email,hope,10,katz,1.48,-1,xgboost,7,0.4404761904761904,0.2002183947191201,0.221861562699175,0.2045419552452308
email,hope,10,katz,1.5,-1,xgboost,8,0.4126984126984127,0.2266059673470664,0.2246107756977322,0.2159806606115456
email,hope,10,katz,1.52,-1,xgboost,9,0.4484126984126984,0.2920991441508683,0.2706144157774592,0.2682024712290835
email,hope,10,aa,1.52,-1,xgboost,0,0.4404761904761904,0.2223305557824698,0.2322531756742283,0.2077897347477927
email,hope,10,aa,1.51,-1,xgboost,1,0.4682539682539682,0.2730205970779123,0.2682253045849537,0.253145692175758
email,hope,10,aa,1.53,-1,xgboost,2,0.503968253968254,0.3500505617405425,0.2998241940402028,0.3028571898895974
email,hope,10,aa,1.52,-1,xgboost,3,0.492063492063492,0.2927296727296727,0.3044762294762295,0.2920894676272251
email,hope,10,aa,1.5,-1,xgboost,4,0.4325396825396825,0.246589432073303,0.2674733492011415,0.2298088585509503
email,hope,10,aa,1.51,-1,xgboost,5,0.4484126984126984,0.2439380277841816,0.2344556390195335,0.2221861378033482
email,hope,10,aa,1.51,-1,xgboost,6,0.4801587301587302,0.2904518637654827,0.3030445642702014,0.2702897809021775
email,hope,10,aa,1.46,-1,xgboost,7,0.376984126984127,0.200381370948259,0.1908861861822388,0.1783450868101503
email,hope,10,aa,1.48,-1,xgboost,8,0.4682539682539682,0.287565294248762,0.2750967470532687,0.2696979183135636
email,hope,10,aa,1.5,-1,xgboost,9,0.4325396825396825,0.2113520240443317,0.2274353665658013,0.2055991328826736
email,hope,12,ppr,1.83,-1,xgboost,0,0.4246031746031746,0.2304483716262653,0.2213100325600325,0.2118127717456945
email,hope,12,ppr,1.79,-1,xgboost,1,0.4285714285714285,0.2366033350653055,0.2629368148907622,0.2255311076325008
email,hope,12,ppr,1.83,-1,xgboost,2,0.4444444444444444,0.2294121906190872,0.2501932821264804,0.2266565089551709
email,hope,12,ppr,1.86,-1,xgboost,3,0.4444444444444444,0.2608751608751609,0.2976274976274976,0.268344127817812
email,hope,12,ppr,1.81,-1,xgboost,4,0.4523809523809524,0.2827263092801019,0.2965815834062738,0.2746695437826766
email,hope,12,ppr,1.79,-1,xgboost,5,0.4087301587301587,0.2597483821114653,0.2389185501786921,0.2349409879494592
email,hope,12,ppr,1.85,-1,xgboost,6,0.496031746031746,0.3161855377644851,0.3426990388641142,0.3155919208066091
email,hope,12,ppr,1.76,-1,xgboost,7,0.4206349206349206,0.2276753799120972,0.249768190508322,0.2241470428148783
email,hope,12,ppr,1.82,-1,xgboost,8,0.4047619047619047,0.2965058626844016,0.2734014294883859,0.2727990044263853
email,hope,12,ppr,1.81,-1,xgboost,9,0.4603174603174603,0.2698333829912777,0.2820117390351504,0.2687117259682351
email,hope,12,katz,1.53,-1,xgboost,0,0.5,0.265835349016127,0.2939442623653149,0.2587309314613728
email,hope,12,katz,1.49,-1,xgboost,1,0.503968253968254,0.2976190476190476,0.302349350332903,0.2839287437420701
email,hope,12,katz,1.51,-1,xgboost,2,0.5436507936507936,0.3215631717634006,0.3146963339830375,0.3092857093973085
email,hope,12,katz,1.51,-1,xgboost,3,0.4841269841269841,0.339970001508463,0.3019107435774102,0.3000622671277923
email,hope,12,katz,1.48,-1,xgboost,4,0.4603174603174603,0.2883687180926042,0.3101079139208518,0.2825387307096611
email,hope,12,katz,1.51,-1,xgboost,5,0.5436507936507936,0.3159775144351902,0.3520322651067716,0.3196533742061372
email,hope,12,katz,1.53,-1,xgboost,6,0.5079365079365079,0.3138565667568935,0.2893258621457023,0.2753782326931656
email,hope,12,katz,1.48,-1,xgboost,7,0.4682539682539682,0.2073178311400396,0.2340018794906012,0.2158336709270572
email,hope,12,katz,1.5,-1,xgboost,8,0.4841269841269841,0.3011385114346137,0.2951463355588216,0.2859179536360831
email,hope,12,katz,1.51,-1,xgboost,9,0.503968253968254,0.2796725710187249,0.2827287539662121,0.2675514826740439
email,hope,12,aa,1.51,-1,xgboost,0,0.492063492063492,0.2540714519728406,0.2766188702086138,0.2506662880239101
email,hope,12,aa,1.49,-1,xgboost,1,0.5198412698412699,0.3672332952697325,0.3691348044418219,0.3437206902038503
email,hope,12,aa,1.51,-1,xgboost,2,0.5555555555555556,0.3413146594883706,0.3157183940251807,0.3140666196338844
email,hope,12,aa,1.5,-1,xgboost,3,0.492063492063492,0.3121790476994097,0.3137843637843637,0.298881465518303
email,hope,12,aa,1.49,-1,xgboost,4,0.4523809523809524,0.2337705143079352,0.2662251143023508,0.241554396113632
email,hope,12,aa,1.5,-1,xgboost,5,0.503968253968254,0.3115556572091201,0.2932128771048649,0.286741199759859
email,hope,12,aa,1.53,-1,xgboost,6,0.5079365079365079,0.313823181803951,0.2745992495098711,0.263270339141981
email,hope,12,aa,1.48,-1,xgboost,7,0.4563492063492063,0.2483496425072512,0.2587590333642965,0.2307631060646672
email,hope,12,aa,1.48,-1,xgboost,8,0.4801587301587302,0.2982280420602788,0.2766236350203741,0.266970087749477
email,hope,12,aa,1.5,-1,xgboost,9,0.5238095238095238,0.3156737331864493,0.3040546600615251,0.2919298101606815
email,hope,14,ppr,1.93,-1,xgboost,0,0.4682539682539682,0.2910511098378746,0.2851592389092389,0.2709482097939247
email,hope,14,ppr,1.89,-1,xgboost,1,0.4682539682539682,0.2804111819552995,0.2893851801220222,0.2687126421606894
email,hope,14,ppr,1.91,-1,xgboost,2,0.503968253968254,0.279991449752723,0.3112327421790984,0.2793798210018463
email,hope,14,ppr,1.91,-1,xgboost,3,0.4563492063492063,0.2972275667927842,0.303130403130403,0.2860226908020548
email,hope,14,ppr,1.86,-1,xgboost,4,0.4404761904761904,0.2716868083854416,0.2665304409150214,0.2550947220764843
email,hope,14,ppr,1.85,-1,xgboost,5,0.4325396825396825,0.2863365766178266,0.2553580685147622,0.2497673994712107
email,hope,14,ppr,1.95,-1,xgboost,6,0.5158730158730159,0.3036030090476551,0.332228678806048,0.312546382405875
email,hope,14,ppr,1.86,-1,xgboost,7,0.4523809523809524,0.3033770768526866,0.2794277947840207,0.2562629862613003
email,hope,14,ppr,1.9,-1,xgboost,8,0.4206349206349206,0.3337995337995338,0.308361835117688,0.3085033397008334
email,hope,14,ppr,1.89,-1,xgboost,9,0.5,0.2966419987368741,0.3261402530853332,0.3031065374499229
email,hope,14,katz,1.59,-1,xgboost,0,0.5515873015873016,0.413287776465021,0.3703350255981834,0.3515314738550847
email,hope,14,katz,1.55,-1,xgboost,1,0.5158730158730159,0.3199971811707325,0.3434137175365245,0.3153870886600013
email,hope,14,katz,1.58,-1,xgboost,2,0.5793650793650794,0.3777989482612527,0.336150881874566,0.3400909523335152
email,hope,14,katz,1.55,-1,xgboost,3,0.5396825396825397,0.3520338230864546,0.3566979316979317,0.3410027598807982
email,hope,14,katz,1.55,-1,xgboost,4,0.492063492063492,0.2785372926282838,0.3049054640161858,0.2655533742630255
email,hope,14,katz,1.56,-1,xgboost,5,0.5317460317460317,0.3219553310646764,0.3272725900705109,0.3089868548471606
email,hope,14,katz,1.6,-1,xgboost,6,0.5753968253968254,0.3696849020862179,0.3752093825320369,0.3493290156096517
email,hope,14,katz,1.53,-1,xgboost,7,0.5079365079365079,0.2586766214814995,0.2668047132585001,0.2519674600354959
email,hope,14,katz,1.56,-1,xgboost,8,0.5158730158730159,0.3203598096944871,0.3325923181086224,0.3090577466097198
email,hope,14,katz,1.56,-1,xgboost,9,0.5317460317460317,0.3188168870179538,0.2924487221397976,0.2861902110210276
email,hope,14,aa,1.59,-1,xgboost,0,0.5277777777777778,0.3157389847904894,0.320320566373198,0.2956133995825961
email,hope,14,aa,1.55,-1,xgboost,1,0.5595238095238095,0.4046598228663446,0.387616841978684,0.36698861739385
email,hope,14,aa,1.56,-1,xgboost,2,0.5912698412698413,0.3975148652354535,0.3669585876822718,0.3716058266668404
email,hope,14,aa,1.52,-1,xgboost,3,0.5238095238095238,0.3729549236605688,0.3622581636470525,0.3489390548974727
email,hope,14,aa,1.55,-1,xgboost,4,0.5198412698412699,0.3156267123380799,0.3367760288161135,0.3125111722599911
email,hope,14,aa,1.56,-1,xgboost,5,0.5833333333333334,0.3529476911622052,0.3751840046363373,0.3454479882770012
email,hope,14,aa,1.57,-1,xgboost,6,0.5634920634920635,0.3969337227957917,0.3493073881379729,0.3430104601087116
email,hope,14,aa,1.52,-1,xgboost,7,0.5357142857142857,0.3079038489009794,0.3077948919572796,0.2803954599007706
email,hope,14,aa,1.53,-1,xgboost,8,0.5396825396825397,0.3895289450781442,0.3300383057629433,0.3325813690903205
email,hope,14,aa,1.54,-1,xgboost,9,0.5555555555555556,0.3777566818680877,0.3753636119856856,0.3512389276003377
email,hope,16,ppr,1.93,-1,xgboost,0,0.4603174603174603,0.2585861516357206,0.240038665038665,0.234085818556281
email,hope,16,ppr,1.86,-1,xgboost,1,0.4801587301587302,0.3118200739891916,0.2907611895901369,0.2807469808546758
email,hope,16,ppr,1.89,-1,xgboost,2,0.5317460317460317,0.293839492177389,0.31533312522685,0.2830415335466674
email,hope,16,ppr,1.89,-1,xgboost,3,0.4642857142857143,0.3060716919563853,0.299745316411983,0.292682767021205
email,hope,16,ppr,1.87,-1,xgboost,4,0.4761904761904761,0.3352403444508707,0.3199410727929423,0.3074923713575552
email,hope,16,ppr,1.85,-1,xgboost,5,0.4246031746031746,0.2547672538010249,0.2236972065572471,0.2252207520589194
email,hope,16,ppr,1.95,-1,xgboost,6,0.5396825396825397,0.3538008488472884,0.3174957684327998,0.3114940481728657
email,hope,16,ppr,1.84,-1,xgboost,7,0.4484126984126984,0.2262441378066378,0.2700614517061885,0.2283243259624742
email,hope,16,ppr,1.89,-1,xgboost,8,0.4880952380952381,0.3453594784844785,0.3393391019206236,0.3336507123374972
email,hope,16,ppr,1.87,-1,xgboost,9,0.5,0.2895197265194215,0.341464377219526,0.3041405401631818
email,hope,16,katz,1.6,-1,xgboost,0,0.5674603174603174,0.346981734993244,0.3629180885591142,0.333231407793786
email,hope,16,katz,1.55,-1,xgboost,1,0.5714285714285714,0.3353356157277726,0.3781112909183085,0.3367478285913299
email,hope,16,katz,1.58,-1,xgboost,2,0.6071428571428571,0.3965776795360836,0.3664392922789737,0.3720192281423974
email,hope,16,katz,1.57,-1,xgboost,3,0.5436507936507936,0.3355051074281843,0.3472980722980723,0.3299015763194605
email,hope,16,katz,1.58,-1,xgboost,4,0.5357142857142857,0.3175950024634235,0.3209481389557159,0.3085294985741366
email,hope,16,katz,1.59,-1,xgboost,5,0.5753968253968254,0.3698446070688718,0.3654715420651019,0.3526478557257295
email,hope,16,katz,1.6,-1,xgboost,6,0.5992063492063492,0.3884664884664884,0.370169232912861,0.3566143526395093
email,hope,16,katz,1.54,-1,xgboost,7,0.5555555555555556,0.3178408853829022,0.31691895545279,0.3039635441223844
email,hope,16,katz,1.57,-1,xgboost,8,0.5277777777777778,0.3365901247707055,0.3594574981977435,0.3362678073963615
email,hope,16,katz,1.61,-1,xgboost,9,0.5753968253968254,0.3495420763682648,0.3379296904468529,0.3289781738453536
email,hope,16,aa,1.61,-1,xgboost,0,0.5555555555555556,0.311614653189356,0.3367870970435073,0.3087779817176668
email,hope,16,aa,1.57,-1,xgboost,1,0.5753968253968254,0.4513419265707594,0.4447150088805213,0.429237075486165
email,hope,16,aa,1.61,-1,xgboost,2,0.623015873015873,0.3949905197868999,0.3685931205921084,0.3697222618320445
email,hope,16,aa,1.56,-1,xgboost,3,0.5515873015873016,0.4049519041454525,0.3658226408226409,0.358336633155145
email,hope,16,aa,1.61,-1,xgboost,4,0.5555555555555556,0.32981323643531,0.3245492018235528,0.3104641060393566
email,hope,16,aa,1.59,-1,xgboost,5,0.5634920634920635,0.3633449944207497,0.383278619434806,0.3525049930472029
email,hope,16,aa,1.63,-1,xgboost,6,0.6150793650793651,0.4057359936392194,0.4222970136013614,0.3955304479897669
email,hope,16,aa,1.58,-1,xgboost,7,0.5595238095238095,0.346124222999223,0.3481792366989735,0.3204369440218336
email,hope,16,aa,1.57,-1,xgboost,8,0.5555555555555556,0.4037094155844156,0.3383755515820733,0.3440720337662675
email,hope,16,aa,1.57,-1,xgboost,9,0.5992063492063492,0.3577341398335313,0.3864696277739755,0.3534739968460138
email,hope,18,ppr,2.08,-1,xgboost,0,0.492063492063492,0.2729479579187997,0.2857331094831095,0.264229076637114
email,hope,18,ppr,2.05,-1,xgboost,1,0.4841269841269841,0.3261902302715015,0.3092200814922252,0.2875576083912564
email,hope,18,ppr,2.04,-1,xgboost,2,0.5198412698412699,0.2745151433038258,0.3069833946605201,0.2733850698255357
email,hope,18,ppr,2.02,-1,xgboost,3,0.5317460317460317,0.3473335041391429,0.3482539065872399,0.3418734548122283
email,hope,18,ppr,2.02,-1,xgboost,4,0.4841269841269841,0.3447342026402129,0.3211504214309942,0.3146407129532392
email,hope,18,ppr,2.0,-1,xgboost,5,0.4801587301587302,0.3238368132092829,0.2655585399500207,0.2727643553946283
email,hope,18,ppr,2.12,-1,xgboost,6,0.5396825396825397,0.3229566528479572,0.3203182692745604,0.3015137875826658
email,hope,18,ppr,1.99,-1,xgboost,7,0.4642857142857143,0.261544415336985,0.2878493710237131,0.2589195669915827
email,hope,18,ppr,2.07,-1,xgboost,8,0.496031746031746,0.3369389157850696,0.3258737030754868,0.3186977083485384
email,hope,18,ppr,2.04,-1,xgboost,9,0.5317460317460317,0.3323898859543039,0.3491660575272616,0.3206632510435643
email,hope,18,katz,1.75,-1,xgboost,0,0.5793650793650794,0.3476382438940488,0.3968125441809653,0.3506515758458441
email,hope,18,katz,1.68,-1,xgboost,1,0.5833333333333334,0.3416622176743634,0.3727071580141755,0.3458311133637771
email,hope,18,katz,1.72,-1,xgboost,2,0.6111111111111112,0.3593458786169783,0.3604994548580075,0.350123390120162
email,hope,18,katz,1.69,-1,xgboost,3,0.5595238095238095,0.3351527316381428,0.3655245988579322,0.3418790376254135
email,hope,18,katz,1.69,-1,xgboost,4,0.5436507936507936,0.32850226685366,0.3211637901775591,0.3101350862371475
email,hope,18,katz,1.7,-1,xgboost,5,0.5753968253968254,0.3641319900322415,0.357225602884832,0.3432491524760108
email,hope,18,katz,1.73,-1,xgboost,6,0.5992063492063492,0.418137258285471,0.3981165263773958,0.3716776466776467
email,hope,18,katz,1.66,-1,xgboost,7,0.5753968253968254,0.3514552440075088,0.3365926436415158,0.323241457737256
email,hope,18,katz,1.69,-1,xgboost,8,0.5436507936507936,0.3512680339603417,0.3678776269355979,0.3487125181488468
email,hope,18,katz,1.69,-1,xgboost,9,0.5634920634920635,0.3733350619220184,0.3524270806879502,0.3421496472768007
email,hope,18,aa,1.68,-1,xgboost,0,0.5515873015873016,0.3003306467497532,0.2948678241361168,0.2872336683118874
email,hope,18,aa,1.65,-1,xgboost,1,0.5833333333333334,0.3876353800913396,0.4052261920584289,0.374873112425357
email,hope,18,aa,1.66,-1,xgboost,2,0.6309523809523809,0.4265409096586859,0.4001617563338477,0.4011363053448273
email,hope,18,aa,1.63,-1,xgboost,3,0.5515873015873016,0.3925868575868576,0.3660203993537327,0.3641486385054963
email,hope,18,aa,1.62,-1,xgboost,4,0.5515873015873016,0.3900934862538039,0.3397878518743762,0.332893992892612
email,hope,18,aa,1.64,-1,xgboost,5,0.5714285714285714,0.3337599722215106,0.3457727682879812,0.324592303213266
email,hope,18,aa,1.69,-1,xgboost,6,0.6031746031746031,0.4112117208370069,0.4159134153413329,0.3865337679276298
email,hope,18,aa,1.62,-1,xgboost,7,0.5753968253968254,0.3636539042187309,0.3953076038923279,0.3539623253178343
email,hope,18,aa,1.64,-1,xgboost,8,0.5436507936507936,0.3703266521391754,0.3333683926214584,0.3315287079703484
email,hope,18,aa,1.64,-1,xgboost,9,0.6111111111111112,0.3858184340449787,0.3823066585080315,0.3678151875450288
email,hope,20,ppr,2.13,-1,xgboost,0,0.503968253968254,0.2924737517384576,0.2906720594220594,0.2751463826850823
email,hope,20,ppr,2.05,-1,xgboost,1,0.5119047619047619,0.3191844618597226,0.3221470404268863,0.2920582819316832
email,hope,20,ppr,2.06,-1,xgboost,2,0.5158730158730159,0.277427859496825,0.2897538024840657,0.2616903481790027
email,hope,20,ppr,2.06,-1,xgboost,3,0.5238095238095238,0.3635762385762386,0.3419444752778086,0.3443178514141876
email,hope,20,ppr,2.05,-1,xgboost,4,0.496031746031746,0.3377273815509109,0.3449340285551288,0.3302061436820535
email,hope,20,ppr,2.02,-1,xgboost,5,0.5,0.3084060846560846,0.2979275129592066,0.2909579801520591
email,hope,20,ppr,2.12,-1,xgboost,6,0.5476190476190477,0.3588179364495154,0.3390952065022924,0.3275659863748368
email,hope,20,ppr,1.99,-1,xgboost,7,0.4841269841269841,0.2699726443147496,0.2986443968953596,0.2665256981921116
email,hope,20,ppr,2.05,-1,xgboost,8,0.492063492063492,0.3213874060730045,0.3271035861615571,0.3132749225753904
email,hope,20,ppr,2.02,-1,xgboost,9,0.5317460317460317,0.3089066218883663,0.3438839000711911,0.3200480365612489
email,hope,20,katz,1.71,-1,xgboost,0,0.6150793650793651,0.3971993561489931,0.4319297174560331,0.3896294202074626
email,hope,20,katz,1.65,-1,xgboost,1,0.6071428571428571,0.4591274843503412,0.4451320602809522,0.4272452899373279
email,hope,20,katz,1.69,-1,xgboost,2,0.626984126984127,0.3878342269646618,0.3980608750598629,0.3806423972770167
email,hope,20,katz,1.65,-1,xgboost,3,0.5674603174603174,0.3501610413215272,0.3751946751946752,0.3526738663700279
email,hope,20,katz,1.68,-1,xgboost,4,0.5793650793650794,0.388211348372541,0.358305322400157,0.3506780734337843
email,hope,20,katz,1.68,-1,xgboost,5,0.6031746031746031,0.4051393315351131,0.4038381046494637,0.3862779801308627
email,hope,20,katz,1.69,-1,xgboost,6,0.6190476190476191,0.4389065027268355,0.4665867077098961,0.4141861089770108
email,hope,20,katz,1.65,-1,xgboost,7,0.626984126984127,0.3760177457098639,0.3667244618372438,0.3512344547867603
email,hope,20,katz,1.66,-1,xgboost,8,0.5555555555555556,0.3671055259520076,0.3851640101918808,0.3659945875732498
email,hope,20,katz,1.68,-1,xgboost,9,0.6031746031746031,0.43044550478761,0.3889231160398208,0.3846099894215966
email,hope,20,aa,1.74,-1,xgboost,0,0.6071428571428571,0.4319107479414527,0.3623808452755822,0.3618579493651772
email,hope,20,aa,1.71,-1,xgboost,1,0.5833333333333334,0.397033150391416,0.3990349817093238,0.3735998199968788
email,hope,20,aa,1.69,-1,xgboost,2,0.6190476190476191,0.4133649005210975,0.4062835027776163,0.393982611359397
email,hope,20,aa,1.67,-1,xgboost,3,0.5476190476190477,0.3877746481913149,0.3923657875046763,0.3743614508236834
email,hope,20,aa,1.66,-1,xgboost,4,0.5357142857142857,0.3811960554065817,0.3209716550355299,0.3154576251016194
email,hope,20,aa,1.7,-1,xgboost,5,0.5992063492063492,0.3677616730248309,0.3712228628557229,0.3489103712956967
email,hope,20,aa,1.72,-1,xgboost,6,0.5992063492063492,0.3928242451479743,0.3938075717824001,0.3750700158114437
email,hope,20,aa,1.63,-1,xgboost,7,0.5793650793650794,0.349400086025086,0.3590612713310082,0.3336961311331059
email,hope,20,aa,1.68,-1,xgboost,8,0.5595238095238095,0.3738039269078309,0.3539683589259411,0.3366767151139024
email,hope,20,aa,1.67,-1,xgboost,9,0.6150793650793651,0.4692017292017292,0.4118815901424597,0.4112423731139571
email,hope,22,ppr,2.25,-1,xgboost,0,0.5158730158730159,0.2943063574497398,0.2971321733821733,0.279081654257261
email,hope,22,ppr,2.18,-1,xgboost,1,0.5,0.3125538003663003,0.2933902005645427,0.2867235760142106
email,hope,22,ppr,2.19,-1,xgboost,2,0.5515873015873016,0.3318463990370684,0.3192875257146512,0.2950627217872411
email,hope,22,ppr,2.18,-1,xgboost,3,0.5476190476190477,0.368446424231838,0.3554781638114971,0.3514534660172491
email,hope,22,ppr,2.17,-1,xgboost,4,0.5317460317460317,0.3949408720410097,0.3817295429822221,0.3705491977490833
email,hope,22,ppr,2.15,-1,xgboost,5,0.5079365079365079,0.3002917710944027,0.3035402580572459,0.2922838014374392
email,hope,22,ppr,2.27,-1,xgboost,6,0.5396825396825397,0.3277937261683391,0.3316260103424214,0.3150182259429843
email,hope,22,ppr,2.14,-1,xgboost,7,0.5,0.2742790057340099,0.3068834139758402,0.2685146699194543
email,hope,22,ppr,2.19,-1,xgboost,8,0.5198412698412699,0.3306454642604824,0.3377789139202182,0.3237553937836049
email,hope,22,ppr,2.16,-1,xgboost,9,0.5674603174603174,0.3691554792648766,0.3338491836901169,0.330087051033393
email,hope,22,katz,1.81,-1,xgboost,0,0.6309523809523809,0.4236554142308182,0.4642589379431485,0.4207461565503139
email,hope,22,katz,1.74,-1,xgboost,1,0.6150793650793651,0.4474506428907518,0.4416931233586359,0.4245900222468228
email,hope,22,katz,1.77,-1,xgboost,2,0.6349206349206349,0.4342485213295551,0.4084697946713182,0.404623437068042
email,hope,22,katz,1.75,-1,xgboost,3,0.5674603174603174,0.3619700826937669,0.3630952380952381,0.3493093754423598
email,hope,22,katz,1.76,-1,xgboost,4,0.5952380952380952,0.3979438296090409,0.4017864569844364,0.3742130790260328
email,hope,22,katz,1.78,-1,xgboost,5,0.6309523809523809,0.412137848010482,0.4018251651655897,0.3898644303600753
email,hope,22,katz,1.8,-1,xgboost,6,0.623015873015873,0.4019747203214945,0.4577242738474622,0.3968666163694174
email,hope,22,katz,1.72,-1,xgboost,7,0.6031746031746031,0.3426356340313227,0.3427380437718784,0.3243908970763505
email,hope,22,katz,1.77,-1,xgboost,8,0.5714285714285714,0.4006446668654027,0.3901382856789769,0.3823091061411142
email,hope,22,katz,1.75,-1,xgboost,9,0.626984126984127,0.4290384986886,0.4216826404117373,0.4016059127440767
email,hope,22,aa,1.8,-1,xgboost,0,0.5793650793650794,0.3754514356967174,0.3867404354904354,0.3493897166726916
email,hope,22,aa,1.74,-1,xgboost,1,0.6190476190476191,0.50881901724007,0.4859689961213506,0.4699087169619756
email,hope,22,aa,1.77,-1,xgboost,2,0.6349206349206349,0.451313034207771,0.4213645095224042,0.4213365605854137
email,hope,22,aa,1.77,-1,xgboost,3,0.5873015873015873,0.3938756606860055,0.4011349011349011,0.3847213163002637
email,hope,22,aa,1.75,-1,xgboost,4,0.5515873015873016,0.3278726018752214,0.3493122514875814,0.3209563657721038
email,hope,22,aa,1.79,-1,xgboost,5,0.626984126984127,0.4259136727098204,0.4156014689990349,0.3977267147715256
email,hope,22,aa,1.8,-1,xgboost,6,0.6349206349206349,0.4506556532978434,0.4769590821078235,0.4305389284085132
email,hope,22,aa,1.72,-1,xgboost,7,0.6071428571428571,0.4121536189828846,0.4090600444876761,0.3901240570820403
email,hope,22,aa,1.74,-1,xgboost,8,0.5555555555555556,0.3985018470951133,0.382462415804807,0.3741931915399464
