graph,emb,dim,param,exec_time,landmarks,model,iter,accuracy,precision,recall,fscore
lfr10k,n2v,10,0.11,4.38,-1,xgboost,9,0.9884,0.9837933959770114,0.976106327656572,0.9794824540302488
lfr10k,n2v,12,0.11,5.35,-1,xgboost,0,0.9844,0.978214055975386,0.9598677368623972,0.9666598625886006
lfr10k,n2v,12,0.11,4.75,-1,xgboost,1,0.9884,0.9726255550430164,0.9714233807886976,0.9709587212052296
lfr10k,n2v,12,0.11,5.23,-1,xgboost,2,0.9892,0.981360608805326,0.9718104116009932,0.9752031359578368
lfr10k,n2v,12,0.11,4.66,-1,xgboost,3,0.9888,0.9758340786760678,0.9760593358940952,0.975087019270938
lfr10k,n2v,12,0.11,5.41,-1,xgboost,4,0.9852,0.9790265769553104,0.9713545865559324,0.9745680147087644
lfr10k,n2v,12,0.11,4.62,-1,xgboost,5,0.9824,0.9703279410035088,0.9550903972583286,0.9597634637522512
lfr10k,n2v,12,0.11,5.12,-1,xgboost,6,0.9864,0.9771912408492314,0.9690802607687105,0.9722410365615451
lfr10k,n2v,12,0.11,4.72,-1,xgboost,7,0.9848,0.9726847239015688,0.9621952659443926,0.9660560922341532
lfr10k,n2v,12,0.11,5.27,-1,xgboost,8,0.99,0.990836053189622,0.9791890072322876,0.9842241992514956
lfr10k,n2v,12,0.11,4.75,-1,xgboost,9,0.9888,0.979466484719511,0.9781316651827304,0.978313288720028
lfr10k,n2v,14,0.11,6.22,-1,xgboost,0,0.9856,0.9785697863851824,0.9715836656392736,0.974133703124179
lfr10k,n2v,14,0.11,6.21,-1,xgboost,1,0.9852,0.980719616094469,0.977869512621658,0.9786766865198316
lfr10k,n2v,14,0.11,6.1,-1,xgboost,2,0.988,0.9801011516240346,0.9717512342508366,0.9746555520218562
lfr10k,n2v,14,0.11,5.97,-1,xgboost,3,0.9924,0.9901628777463606,0.9845139468710506,0.9869719239137018
lfr10k,n2v,14,0.11,5.86,-1,xgboost,4,0.9856,0.983169974161866,0.9691627344753372,0.9750356008585912
lfr10k,n2v,14,0.11,6.04,-1,xgboost,5,0.986,0.9793793111063416,0.9747570643736302,0.9757902703168492
lfr10k,n2v,14,0.11,5.91,-1,xgboost,6,0.9832,0.9749765229605216,0.969713349708034,0.9716409127967788
lfr10k,n2v,14,0.11,5.89,-1,xgboost,7,0.9868,0.9857875951968406,0.9703744287579124,0.9763892655816924
lfr10k,n2v,14,0.11,5.97,-1,xgboost,8,0.986,0.9836934925495476,0.9742171934549952,0.9782630094178192
lfr10k,n2v,14,0.11,6.21,-1,xgboost,9,0.9872,0.9825622915331488,0.9753162216261254,0.9779013215191406
lfr10k,n2v,16,0.11,6.04,-1,xgboost,0,0.9884,0.9815068686205763,0.9704887932489832,0.9749924136566592
lfr10k,n2v,16,0.11,5.88,-1,xgboost,1,0.9856,0.9728887827945673,0.971036294000013,0.9706442938497792
lfr10k,n2v,16,0.11,5.88,-1,xgboost,2,0.9896,0.981301866593694,0.9789726118587836,0.9791872711658032
lfr10k,n2v,16,0.11,5.94,-1,xgboost,3,0.9884,0.979140113049999,0.9736207358039468,0.9755395251617076
lfr10k,n2v,16,0.11,5.83,-1,xgboost,4,0.9836,0.977329995531328,0.9718200967373016,0.9737671627928288
lfr10k,n2v,16,0.11,5.87,-1,xgboost,5,0.9888,0.9790613002191372,0.9779870483314348,0.9777523194558596
lfr10k,n2v,16,0.11,5.77,-1,xgboost,6,0.9816,0.978208833924397,0.9621129883125707,0.9682219716970892
lfr10k,n2v,16,0.11,8.0,-1,xgboost,7,0.9848,0.9777833484356124,0.9689688747608588,0.9721273194921431
lfr10k,n2v,16,0.11,5.88,-1,xgboost,8,0.9868,0.9766281850738616,0.9780014339904928,0.976758123039865
lfr10k,n2v,16,0.11,5.93,-1,xgboost,9,0.9828,0.973638409559272,0.9637384452655248,0.9671955090412389
lfr10k,n2v,18,0.11,7.67,-1,xgboost,0,0.9828,0.9781983176319352,0.9703325116167124,0.9732902644082868
lfr10k,n2v,18,0.11,7.1,-1,xgboost,1,0.9832,0.9767869525162212,0.965990983525444,0.9702961722959228
lfr10k,n2v,18,0.11,7.2,-1,xgboost,2,0.9824,0.9626182831583692,0.9623483763072436,0.9608004498125584
lfr10k,n2v,18,0.11,7.09,-1,xgboost,3,0.982,0.9643042948121476,0.9561066863114996,0.9587410627901554
lfr10k,n2v,18,0.11,7.19,-1,xgboost,4,0.9816,0.9634832389012188,0.9566129945763652,0.9592884359238302
lfr10k,n2v,18,0.11,6.95,-1,xgboost,5,0.9824,0.967957638776283,0.9591190749436466,0.962269857091222
lfr10k,n2v,18,0.11,7.07,-1,xgboost,6,0.9848,0.9747634873884156,0.9670634954452996,0.9700605992093472
lfr10k,n2v,18,0.11,7.24,-1,xgboost,7,0.9864,0.9744415120329316,0.9640698402400042,0.9680999868617954
lfr10k,n2v,18,0.11,7.08,-1,xgboost,8,0.9816,0.9682982405928262,0.953963235393932,0.9581965966334088
lfr10k,n2v,18,0.11,7.01,-1,xgboost,9,0.986,0.9807115349757548,0.966383442110054,0.9725265903788468
lfr10k,n2v,20,0.11,8.06,-1,xgboost,0,0.9764,0.969216420332127,0.9493543803276788,0.9556123609899968
lfr10k,n2v,20,0.11,8.89,-1,xgboost,1,0.9768,0.949747628152722,0.9503562234644216,0.948815676866974
lfr10k,n2v,20,0.11,7.88,-1,xgboost,2,0.9868,0.9777181505301696,0.9691566926222498,0.9719470535339252
lfr10k,n2v,20,0.11,7.89,-1,xgboost,3,0.9844,0.9669310317347438,0.9515278846767884,0.9568550709465616
lfr10k,n2v,20,0.11,7.97,-1,xgboost,4,0.9784,0.9660203212547538,0.9554738371312764,0.9583933781535324
lfr10k,n2v,20,0.11,7.86,-1,xgboost,5,0.9812,0.969404319633534,0.9637019667223518,0.96557982016407
lfr10k,n2v,20,0.11,7.9,-1,xgboost,6,0.9828,0.972682158735202,0.9649412509402362,0.9671442997704106
lfr10k,n2v,20,0.11,7.97,-1,xgboost,7,0.9808,0.970146118739754,0.959769205828058,0.9633555190154331
lfr10k,n2v,20,0.11,7.81,-1,xgboost,8,0.9804,0.975209573932696,0.9647913913070846,0.9682500024638656
lfr10k,n2v,20,0.11,7.86,-1,xgboost,9,0.986,0.9669057503737892,0.9573251087264796,0.960441828469226
lfr10k,n2v,22,0.11,9.2,-1,xgboost,0,0.9808,0.9803734900018876,0.9535409509273594,0.9634380255390688
lfr10k,n2v,22,0.11,9.06,-1,xgboost,1,0.9776,0.968873900733174,0.9472170719371896,0.9554196671286224
lfr10k,n2v,22,0.11,9.36,-1,xgboost,2,0.9868,0.9803256767398152,0.9764000970973358,0.9773621095881516
lfr10k,n2v,22,0.11,9.12,-1,xgboost,3,0.9856,0.984260935308606,0.9733245946101534,0.9782203446110196
lfr10k,n2v,22,0.11,9.2,-1,xgboost,4,0.986,0.9812369412076556,0.9769938967384636,0.9782832099563472
lfr10k,n2v,22,0.11,8.94,-1,xgboost,5,0.9816,0.9774557357962316,0.9635982553293836,0.9689084231106228
lfr10k,n2v,22,0.11,8.93,-1,xgboost,6,0.9784,0.9712642599113044,0.9680637868134736,0.9688869809598464
lfr10k,n2v,22,0.11,8.94,-1,xgboost,7,0.9832,0.973897080455855,0.96757691375984,0.9695016677165244
lfr10k,n2v,22,0.11,8.94,-1,xgboost,8,0.9792,0.9744796354268956,0.9603885286953728,0.9661933317116512
lfr10k,n2v,22,0.11,9.12,-1,xgboost,9,0.9824,0.9736795437160836,0.9611992341735904,0.9655310227381064
lfr10k,n2v,24,0.11,9.07,-1,xgboost,0,0.98,0.9701202908136896,0.9613917400329884,0.9643500308551938
lfr10k,n2v,24,0.11,9.12,-1,xgboost,1,0.9784,0.9728546733477133,0.9665728693205886,0.9679902926133904
lfr10k,n2v,24,0.11,8.92,-1,xgboost,2,0.9856,0.978391413533628,0.9711136226846956,0.9738156394239303
lfr10k,n2v,24,0.11,9.39,-1,xgboost,3,0.9848,0.9779669992525222,0.981740089695687,0.9792361896042486
lfr10k,n2v,24,0.11,9.31,-1,xgboost,4,0.9852,0.9791793245010624,0.9740635921277636,0.975811366851662
lfr10k,n2v,24,0.11,9.15,-1,xgboost,5,0.9792,0.9789032622741516,0.965523045412252,0.9710522799834644
lfr10k,n2v,24,0.11,9.31,-1,xgboost,6,0.98,0.975161825750492,0.9630120316073914,0.9676654688878954
lfr10k,n2v,24,0.11,9.15,-1,xgboost,7,0.978,0.9705507576880634,0.9628757324553616,0.9649919437999922
lfr10k,n2v,24,0.11,9.08,-1,xgboost,8,0.9824,0.9718540298930952,0.963254912254313,0.9666051888904802
lfr10k,n2v,24,0.11,9.2,-1,xgboost,9,0.9776,0.9740891903604294,0.957311729145107,0.9645372563112012
lfr10k,n2v,26,0.11,10.42,-1,xgboost,0,0.9816,0.9758385046904152,0.9666942962664364,0.9703996649138114
lfr10k,n2v,26,0.11,10.46,-1,xgboost,1,0.9812,0.9786745022233734,0.9580228457465024,0.9673218525244924
lfr10k,n2v,26,0.11,10.8,-1,xgboost,2,0.9796,0.9707826836158722,0.9590218133817926,0.9638030177001828
lfr10k,n2v,26,0.11,10.53,-1,xgboost,3,0.9848,0.9783698983287836,0.9715079692967856,0.9738658787027176
lfr10k,n2v,26,0.11,10.46,-1,xgboost,4,0.9804,0.9786004202242352,0.9663513762475832,0.9718392090131788
lfr10k,n2v,26,0.11,10.84,-1,xgboost,5,0.9864,0.9754783034069652,0.97223131812834,0.973103770294534
lfr10k,n2v,26,0.11,10.6,-1,xgboost,6,0.9868,0.983611674656741,0.9750909245651066,0.9788097370205774
lfr10k,n2v,26,0.11,10.99,-1,xgboost,7,0.9828,0.9766275894535988,0.9700242084604,0.972073098050975
lfr10k,n2v,26,0.11,10.86,-1,xgboost,8,0.9828,0.983253373840151,0.9649526543552148,0.9729660552347916
lfr10k,n2v,26,0.11,10.62,-1,xgboost,9,0.9852,0.983458367616526,0.9739676025333666,0.977782811128585
lfr10k,n2v,28,0.11,11.13,-1,xgboost,0,0.98,0.97388581915023,0.9647770963002318,0.9682041580429244
lfr10k,n2v,28,0.11,12.34,-1,xgboost,1,0.976,0.9657133445859704,0.9618687939445788,0.9623397324776856
lfr10k,n2v,28,0.11,11.24,-1,xgboost,2,0.9776,0.9681971040991888,0.9567487536631984,0.960900892742542
lfr10k,n2v,28,0.11,11.27,-1,xgboost,3,0.9832,0.9708558431503104,0.9678035003142476,0.9684116952914608
lfr10k,n2v,28,0.11,11.25,-1,xgboost,4,0.9808,0.9777606981174296,0.9656379078668926,0.970493670126131
lfr10k,n2v,28,0.11,11.28,-1,xgboost,5,0.9812,0.9711307678951336,0.9679309774982556,0.968685882473172
lfr10k,n2v,28,0.11,12.24,-1,xgboost,6,0.9756,0.9737243645296,0.9539700063990738,0.962030344637054
lfr10k,n2v,28,0.11,11.22,-1,xgboost,7,0.9864,0.980425474517298,0.9684415845113756,0.9736341763759488
lfr10k,n2v,28,0.11,11.33,-1,xgboost,8,0.976,0.9712243404509932,0.95170997798813,0.9581675236302788
lfr10k,n2v,28,0.11,11.31,-1,xgboost,9,0.9796,0.9690068619772348,0.963307479007034,0.965548621509442
lfr10k,n2v,30,0.11,12.85,-1,xgboost,0,0.9788,0.9717571501885806,0.9636330001533238,0.9662204724615464
lfr10k,n2v,30,0.11,14.3,-1,xgboost,1,0.978,0.9680106368380188,0.9609515395667776,0.9634634961296888
lfr10k,n2v,30,0.11,13.14,-1,xgboost,2,0.9748,0.9677871192162572,0.9489081564274436,0.9569725268198744
lfr10k,n2v,30,0.11,12.95,-1,xgboost,3,0.9808,0.9729845231154453,0.963707432503079,0.966574322779873
lfr10k,n2v,30,0.11,12.72,-1,xgboost,4,0.9744,0.9670810437664464,0.9541895338183152,0.959147132919526
lfr10k,n2v,30,0.11,13.01,-1,xgboost,5,0.9756,0.9723141878443792,0.9567654459204936,0.9634824859223944
lfr10k,n2v,30,0.11,12.76,-1,xgboost,6,0.974,0.96097905983817,0.9542875512947818,0.956702688880426
lfr10k,n2v,30,0.11,13.37,-1,xgboost,7,0.98,0.9731012249301147,0.9608007937521926,0.9651892575074806
lfr10k,n2v,30,0.11,12.85,-1,xgboost,8,0.9772,0.974946979299956,0.9505716074466628,0.9602295661808692
lfr10k,n2v,30,0.11,12.84,-1,xgboost,9,0.9796,0.9749191962610214,0.9575916805387512,0.964441052701568
lfr10k,n2v,32,0.11,13.38,-1,xgboost,0,0.9768,0.976382884768728,0.957404538760458,0.965710657816918
lfr10k,n2v,32,0.11,13.29,-1,xgboost,1,0.9772,0.9728128139300852,0.9541646810700856,0.9617369681799244
lfr10k,n2v,32,0.11,13.44,-1,xgboost,2,0.98,0.9780533740352604,0.9575709221250018,0.9660857740692684
lfr10k,n2v,32,0.11,13.4,-1,xgboost,3,0.9852,0.9791205003095824,0.9705000226749152,0.973828274313798
lfr10k,n2v,32,0.11,13.32,-1,xgboost,4,0.9764,0.9736773123919356,0.9584112963779434,0.9649630031088052
lfr10k,n2v,32,0.11,13.29,-1,xgboost,5,0.9764,0.9639767095034416,0.9385088081003834,0.9495733211957348
lfr10k,n2v,32,0.11,13.08,-1,xgboost,6,0.978,0.9728293694293018,0.9591854143208808,0.9650333517292436
lfr10k,n2v,32,0.11,13.54,-1,xgboost,7,0.9788,0.9706803481531462,0.956760857237427,0.962317381903715
lfr10k,n2v,32,0.11,13.14,-1,xgboost,8,0.9816,0.9816674470120428,0.9680904386761988,0.9740385787072016
lfr10k,n2v,32,0.11,13.61,-1,xgboost,9,0.9792,0.978051810308418,0.9557170679157528,0.96504459096648
sbm10k,n2v,2,1,6.4,-1,xgboost,0,0.1396,0.1331950515815348,0.1378093690389442,0.133932584110591
sbm10k,n2v,2,1,6.05,-1,xgboost,1,0.1252,0.121834908146239,0.1224447148185041,0.1210263326024515
sbm10k,n2v,2,1,6.62,-1,xgboost,2,0.1412,0.1351168405025859,0.1383206687343275,0.1354638694918779
sbm10k,n2v,2,1,6.3,-1,xgboost,3,0.1348,0.13153844480739,0.1325495979285648,0.1308626078087464
sbm10k,n2v,2,1,6.46,-1,xgboost,4,0.1376,0.1341706967466218,0.1374982304202446,0.1341980493436849
sbm10k,n2v,2,1,7.28,-1,xgboost,5,0.14,0.1347439271210511,0.1359272936308945,0.1341021281583929
sbm10k,n2v,2,1,6.33,-1,xgboost,6,0.1432,0.137969393945139,0.1398700709198928,0.137639183423963
sbm10k,n2v,2,1,6.98,-1,xgboost,7,0.1388,0.1322149958913681,0.1369354880609616,0.1328243121592766
sbm10k,n2v,2,1,6.48,-1,xgboost,8,0.1356,0.1295715032188812,0.1314498128311749,0.1288934013997019
sbm10k,n2v,2,1,7.51,-1,xgboost,9,0.1396,0.1330834889278092,0.1358864306712055,0.1330531013007445
sbm10k,n2v,4,1,6.86,-1,xgboost,0,0.5884,0.5814697495909709,0.5862769348748939,0.5823893219808645
sbm10k,n2v,4,1,7.02,-1,xgboost,1,0.6072,0.6006613711346902,0.599867684447456,0.5983049293709043
sbm10k,n2v,4,1,6.92,-1,xgboost,2,0.5908,0.585276795773931,0.583393563924883,0.5826462082142532
sbm10k,n2v,4,1,7.17,-1,xgboost,3,0.594,0.5906336295515279,0.5876040728639099,0.585840869887791
sbm10k,n2v,4,1,10.06,-1,xgboost,4,0.58,0.5769743611691465,0.5761688687758105,0.5752598399925504
sbm10k,n2v,4,1,6.62,-1,xgboost,5,0.596,0.5855168462237723,0.5868360627429337,0.5847369904867636
sbm10k,n2v,4,1,6.71,-1,xgboost,6,0.5796,0.5792808138398747,0.5718567537969287,0.573285666101046
sbm10k,n2v,4,1,6.52,-1,xgboost,7,0.576,0.5735492272690502,0.5717154363697102,0.5702930116587717
sbm10k,n2v,4,1,7.07,-1,xgboost,8,0.5828,0.5776632877092885,0.5748594200185366,0.573988188715615
sbm10k,n2v,4,1,6.93,-1,xgboost,9,0.5792,0.5778987515218884,0.57564390381413,0.574370058396999
sbm10k,n2v,6,1,6.42,-1,xgboost,0,0.8856,0.884081717427021,0.8854997790230519,0.8841846124083428
sbm10k,n2v,6,1,6.49,-1,xgboost,1,0.892,0.8887845195069104,0.8883451598078017,0.8880370594938685
sbm10k,n2v,6,1,6.4,-1,xgboost,2,0.902,0.8987299501802932,0.8978674932733403,0.8977094829289528
sbm10k,n2v,6,1,5.8,-1,xgboost,3,0.8828,0.8806545684379138,0.8811907393945718,0.8798724812448346
sbm10k,n2v,6,1,6.01,-1,xgboost,4,0.8988,0.8987840567741784,0.8971272545165746,0.8973296664346205
sbm10k,n2v,6,1,6.43,-1,xgboost,5,0.9044,0.902354962977086,0.9011285927256886,0.9009362213508028
sbm10k,n2v,6,1,6.2,-1,xgboost,6,0.8992,0.8990637269270787,0.8981411031546533,0.8976455012745906
sbm10k,n2v,6,1,6.01,-1,xgboost,7,0.8948,0.8942592640211515,0.8926706983228472,0.8926257823272223
sbm10k,n2v,6,1,5.9,-1,xgboost,8,0.8992,0.8957109551763975,0.8957660489866464,0.8952914301704074
sbm10k,n2v,6,1,6.26,-1,xgboost,9,0.8904,0.8896409437792646,0.8866148597078013,0.8868969714203475
sbm10k,n2v,8,1,4.42,-1,xgboost,0,0.962,0.961309704828264,0.962507581013082,0.9615366453663264
sbm10k,n2v,8,1,4.58,-1,xgboost,1,0.9564,0.9552661378880354,0.9554314374425686,0.9548974673599872
sbm10k,n2v,8,1,4.31,-1,xgboost,2,0.9604,0.9584243346432844,0.9602258781656732,0.958969726103298
sbm10k,n2v,8,1,4.36,-1,xgboost,3,0.9612,0.9599870786671968,0.9603007691087312,0.9598655834609148
sbm10k,n2v,8,1,4.22,-1,xgboost,4,0.9572,0.9573192006556588,0.956829155519998,0.9566796627202572
sbm10k,n2v,8,1,4.37,-1,xgboost,5,0.954,0.9523514072824202,0.952346007065136,0.951958038640121
sbm10k,n2v,8,1,22.66,-1,xgboost,6,0.9544,0.9539679774108052,0.9545771342314447,0.9538510008939962
sbm10k,n2v,8,1,16.91,-1,xgboost,7,0.9552,0.9543300981752748,0.9541140967793036,0.953936377494275
sbm10k,n2v,8,1,16.08,-1,xgboost,8,0.9632,0.9622953999177242,0.962496431477512,0.9621311894005974
sbm10k,n2v,8,1,16.55,-1,xgboost,9,0.9624,0.9606914797005492,0.9610093961225712,0.9606798299190672
sbm10k,n2v,10,1,9.21,-1,xgboost,0,0.978,0.977737648850986,0.978041666776002,0.9777769357412782
sbm10k,n2v,10,1,7.46,-1,xgboost,1,0.9748,0.973728693446325,0.9737474048543864,0.9734816137257336
sbm10k,n2v,10,1,7.09,-1,xgboost,2,0.9752,0.9739423803662997,0.9747183688874296,0.9741934535844536
sbm10k,n2v,10,1,12.74,-1,xgboost,3,0.9704,0.9700280947289114,0.9703554790014982,0.9699604779552596
sbm10k,n2v,10,1,16.52,-1,xgboost,4,0.976,0.9754346812539992,0.9753323023925174,0.9752658664620684
sbm10k,n2v,10,1,12.97,-1,xgboost,5,0.9776,0.9778628163324098,0.9768711987914565,0.977177148569604
sbm10k,n2v,10,1,10.74,-1,xgboost,6,0.9712,0.9703974654372342,0.970927603777092,0.9704231111984885
sbm10k,n2v,10,1,19.66,-1,xgboost,7,0.972,0.971483466069524,0.9711364357009304,0.9711499889309402
sbm10k,n2v,10,1,12.09,-1,xgboost,8,0.9728,0.9718867125358848,0.9719413134657504,0.97173828813895
sbm10k,n2v,10,1,21.09,-1,xgboost,9,0.9756,0.975295751866444,0.9756639671358364,0.9752542369976468
sbm10k,n2v,12,1,13.46,-1,xgboost,0,0.9816,0.98105187381172,0.9814981061236008,0.9811400177311284
sbm10k,n2v,12,1,15.27,-1,xgboost,1,0.9812,0.9804602624155918,0.980695004169488,0.980437872614172
sbm10k,n2v,12,1,21.15,-1,xgboost,2,0.9856,0.9849691706970672,0.9851034957039154,0.984939509769024
sbm10k,n2v,12,1,14.13,-1,xgboost,3,0.9768,0.9763980065645969,0.9768586917917926,0.9765030584674051
sbm10k,n2v,12,1,15.12,-1,xgboost,4,0.9824,0.9824554631657506,0.9822808033641652,0.9822667485049787
sbm10k,n2v,12,1,4.46,-1,xgboost,5,0.9836,0.9830034294162246,0.9835536006739936,0.9831334027504498
sbm10k,n2v,12,1,4.54,-1,xgboost,6,0.974,0.9738599094144328,0.97341942217379,0.9734415628144202
sbm10k,n2v,12,1,4.39,-1,xgboost,7,0.9808,0.9808260513958073,0.9802339134609152,0.9804227927009944
sbm10k,n2v,12,1,4.44,-1,xgboost,8,0.9828,0.9823661010386264,0.9826765724123236,0.9823607187864744
sbm10k,n2v,12,1,4.47,-1,xgboost,9,0.984,0.983596356187601,0.9835726984914184,0.9834922920794972
sbm10k,n2v,14,1,6.54,-1,xgboost,0,0.988,0.9876196827850182,0.9878505983428908,0.9876721435869495
sbm10k,n2v,14,1,5.58,-1,xgboost,1,0.9848,0.9844742926374396,0.9842388093945612,0.9842545181777778
sbm10k,n2v,14,1,5.46,-1,xgboost,2,0.9868,0.9865555077517292,0.9870913381442968,0.9867441947116908
sbm10k,n2v,14,1,5.2,-1,xgboost,3,0.9808,0.9806658840956828,0.9810573598799696,0.9807623677947924
sbm10k,n2v,14,1,5.31,-1,xgboost,4,0.9832,0.9830724361455594,0.983151716037693,0.9830347494537212
sbm10k,n2v,14,1,5.12,-1,xgboost,5,0.9836,0.9834086851020238,0.9833028643643046,0.983268250522019
sbm10k,n2v,14,1,5.29,-1,xgboost,6,0.9848,0.9845038001319356,0.9849787771850026,0.9846356983457284
sbm10k,n2v,14,1,5.45,-1,xgboost,7,0.9852,0.9853895786016486,0.9848926639001688,0.985049594727936
sbm10k,n2v,14,1,5.46,-1,xgboost,8,0.9844,0.9839916718344448,0.9840146829396156,0.9839026272416624
sbm10k,n2v,14,1,5.27,-1,xgboost,9,0.9896,0.9893075101053288,0.9899326751846056,0.9895212183531032
sbm10k,n2v,16,1,5.71,-1,xgboost,0,0.9888,0.9889501017432312,0.9886970855462286,0.9887459173605108
sbm10k,n2v,16,1,5.57,-1,xgboost,1,0.9832,0.9831795006515608,0.9832508748436298,0.9830981162167888
sbm10k,n2v,16,1,5.61,-1,xgboost,2,0.9904,0.9902181357161688,0.99045775237417,0.9902510764475492
sbm10k,n2v,16,1,5.5,-1,xgboost,3,0.9836,0.983432873767734,0.98338288721845,0.9833007594212382
sbm10k,n2v,16,1,5.33,-1,xgboost,4,0.9876,0.9878652021515374,0.9879106384062648,0.9877913986250456
sbm10k,n2v,16,1,5.44,-1,xgboost,5,0.9816,0.9806642066835888,0.9808846449237556,0.9806823714709284
sbm10k,n2v,16,1,5.57,-1,xgboost,6,0.9844,0.9843010004418372,0.9845548530342496,0.9843414267922872
sbm10k,n2v,16,1,5.57,-1,xgboost,7,0.9816,0.9814318780226032,0.980928073478012,0.9809617880704472
sbm10k,n2v,16,1,5.44,-1,xgboost,8,0.9836,0.9835720118054084,0.9829124678452332,0.98310402682959
sbm10k,n2v,16,1,5.65,-1,xgboost,9,0.986,0.9859040747147344,0.9858102833109328,0.9857688486478176
sbm10k,n2v,18,1,6.57,-1,xgboost,0,0.9868,0.9868753647039832,0.987083192434674,0.9869080738898134
sbm10k,n2v,18,1,6.55,-1,xgboost,1,0.9828,0.9825770330889018,0.982526024626568,0.982436607872205
sbm10k,n2v,18,1,6.64,-1,xgboost,2,0.984,0.9835527187691516,0.9836819722425196,0.9834776491365708
sbm10k,n2v,18,1,6.62,-1,xgboost,3,0.9828,0.9826025143928324,0.9825423234851568,0.9824280381681608
sbm10k,n2v,18,1,6.45,-1,xgboost,4,0.984,0.9844349249595592,0.9838156229630918,0.984025057391631
sbm10k,n2v,18,1,6.5,-1,xgboost,5,0.9828,0.9822710289680144,0.9824952923204304,0.982293350649498
sbm10k,n2v,18,1,6.52,-1,xgboost,6,0.9856,0.9854620313355024,0.9854932761432466,0.9853996545959024
sbm10k,n2v,18,1,6.49,-1,xgboost,7,0.9796,0.979773013417167,0.9786260493956812,0.97900955479468
sbm10k,n2v,18,1,6.55,-1,xgboost,8,0.9852,0.985016829356672,0.9850531434675226,0.98496021711131
sbm10k,n2v,18,1,6.46,-1,xgboost,9,0.986,0.9865890987434132,0.985661118076266,0.9860569775884812
sbm10k,n2v,20,1,7.11,-1,xgboost,0,0.9836,0.9836351708202644,0.983695484434796,0.9835544234593212
sbm10k,n2v,20,1,7.14,-1,xgboost,1,0.9828,0.9824526142823532,0.9828593800613564,0.9825671789017344
sbm10k,n2v,20,1,7.27,-1,xgboost,2,0.9844,0.9838812960620262,0.9836449484536808,0.9836252347454668
sbm10k,n2v,20,1,6.83,-1,xgboost,3,0.9836,0.9839303218154504,0.9842169643503847,0.9839653767407872
sbm10k,n2v,20,1,7.22,-1,xgboost,4,0.9848,0.984962638160194,0.9843383826428492,0.9845380942652014
sbm10k,n2v,20,1,8.22,-1,xgboost,5,0.9812,0.980718515532056,0.9806078010935716,0.9805048283387212
sbm10k,n2v,20,1,7.24,-1,xgboost,6,0.9848,0.9846700697739468,0.984751380764706,0.9846475535205894
sbm10k,n2v,20,1,6.92,-1,xgboost,7,0.982,0.9817391668712276,0.981331287786374,0.9814276176085543
sbm10k,n2v,20,1,6.81,-1,xgboost,8,0.9848,0.9846194451125524,0.9846800164821462,0.984548603571318
sbm10k,n2v,20,1,6.9,-1,xgboost,9,0.9824,0.9820537654085412,0.982949862614359,0.9822846025724092
sbm10k,n2v,22,1,8.57,-1,xgboost,0,0.984,0.9839105568896176,0.9838099698700388,0.9837502879777028
sbm10k,n2v,22,1,8.31,-1,xgboost,1,0.9812,0.9809617343789632,0.9808989329921478,0.9808515490946972
sbm10k,n2v,22,1,8.3,-1,xgboost,2,0.9868,0.9866483044437124,0.9866257661363868,0.9865701874613024
sbm10k,n2v,22,1,8.3,-1,xgboost,3,0.9796,0.97959170659449,0.9797063083521458,0.9794456860561412
sbm10k,n2v,22,1,8.46,-1,xgboost,4,0.9832,0.9829126902401512,0.9834677370470964,0.9830534128727484
sbm10k,n2v,22,1,8.38,-1,xgboost,5,0.9824,0.982444235423451,0.9814850598349366,0.9818553612492436
sbm10k,n2v,22,1,8.33,-1,xgboost,6,0.978,0.9775114159530708,0.97810356455923,0.977630236775546
sbm10k,n2v,22,1,8.38,-1,xgboost,7,0.9852,0.9846987735972555,0.9850971176579684,0.9848081020199596
sbm10k,n2v,22,1,8.45,-1,xgboost,8,0.9852,0.9843102195323667,0.9848468590076124,0.9844805264753036
sbm10k,n2v,22,1,8.35,-1,xgboost,9,0.984,0.9840264677220454,0.984006075968051,0.9838901641829912
sbm10k,n2v,24,1,8.34,-1,xgboost,0,0.9848,0.9848953840705892,0.9846449660735724,0.9846789140229826
sbm10k,n2v,24,1,8.15,-1,xgboost,1,0.9816,0.9813667026260174,0.9813803156221684,0.9811804961512748
sbm10k,n2v,24,1,9.24,-1,xgboost,2,0.9832,0.9837291714106176,0.9823538348476956,0.98287160499921
sbm10k,n2v,24,1,8.15,-1,xgboost,3,0.9832,0.9835151640493522,0.9834478129001288,0.983341559758532
sbm10k,n2v,24,1,8.43,-1,xgboost,4,0.9836,0.9835387133588196,0.9830483883386693,0.9831989668296136
sbm10k,n2v,24,1,8.38,-1,xgboost,5,0.9864,0.9860298246121758,0.9862199671559388,0.9860364253178022
sbm10k,n2v,24,1,8.14,-1,xgboost,6,0.9804,0.9802902819097796,0.980535579303442,0.9802658379890752
sbm10k,n2v,24,1,8.21,-1,xgboost,7,0.9868,0.9868521622677988,0.9866171486504748,0.9866290388486368
sbm10k,n2v,24,1,8.37,-1,xgboost,8,0.986,0.986118650233045,0.9861546763610172,0.986020160309502
sbm10k,n2v,24,1,8.14,-1,xgboost,9,0.9844,0.9843021241798814,0.9840801528395964,0.9841372670133556
sbm10k,n2v,26,1,10.16,-1,xgboost,0,0.9884,0.9883977059970388,0.9882042211079964,0.988230884070162
