graph,emb,dim,param,exec_time,landmarks,best_alpha,best_div,best_div_ext,best_div_int,best_alpha_auc,best_auc,best_auc_err
sbm10k,n2v,10,9,75.08,1700,5.75,0.0282690084172736,0.0,0.0,6.25,0.1725,0.0165584478439254
sbm10k,n2v,12,9,71.7,1700,5.5,0.0192716800831768,0.0,0.0,4.75,0.154,0.0158192764436304
sbm10k,n2v,14,9,71.98,1700,5.25,0.0131072828850784,0.0,0.0,4.75,0.14,0.0152073771571563
sbm10k,n2v,16,9,69.41,1700,5.25,0.0085174539867384,0.0,0.0,3.5,0.1434999999999999,0.0153649343050987
sbm10k,n2v,18,9,69.76,1700,4.75,0.0080696905525739,0.0,0.0,5.0,0.132,0.0148350119919061
sbm10k,n2v,20,9,70.63,1700,4.5,0.0075231523437965,0.0,0.0,4.75,0.1119999999999999,0.0138215442263156
sbm10k,n2v,22,9,70.14,1700,4.5,0.0056942370367076,0.0,0.0,5.0,0.1039999999999999,0.0133786332336304
sbm10k,n2v,24,9,78.95,1700,4.25,0.0045043599834911,0.0,0.0,6.75,0.0979999999999999,0.0130303889734727
sbm10k,n2v,26,9,71.2,1700,4.0,0.0033871369787665,0.0,0.0,4.5,0.0929999999999999,0.012728762736417
sbm10k,n2v,28,9,73.92,1700,4.0,0.0016530026944651,0.0,0.0,4.75,0.0875,0.0123840169169781
sbm10k,n2v,30,9,87.36,1700,3.5,0.0006385162098088,0.0,0.0,7.0,0.0889999999999999,0.0124794448273951
sbm10k,n2v,32,9,75.98,1700,3.5,0.0005578168423151,0.0,0.0,5.75,0.0795,0.0118559547823024
sbm10k,n2v,2,9,68.35,1800,2.0,0.134111121053361,0.0,0.0,4.0,0.3155,0.0203670196101442
sbm10k,n2v,4,9,82.4,1800,5.0,0.1099444886535812,0.0,0.0,8.75,0.246,0.0188753189959799
sbm10k,n2v,6,9,75.78,1800,6.75,0.0717111371745338,0.0,0.0,5.75,0.2099999999999999,0.0178510705561319
sbm10k,n2v,8,9,77.48,1800,6.5,0.0421052882128231,0.0,0.0,5.5,0.2085,0.0178040810546346
sbm10k,n2v,10,9,76.41,1800,5.75,0.0283607432697608,0.0,0.0,6.25,0.172,0.0165394272210376
sbm10k,n2v,12,9,74.01,1800,5.5,0.0190175478885887,0.0,0.0,5.5,0.1584999999999999,0.0160059983193801
sbm10k,n2v,14,9,72.96,1800,5.25,0.0131743949431898,0.0,0.0,5.75,0.141,0.0152527169776404
sbm10k,n2v,16,9,72.16,1800,5.25,0.0085446176978436,0.0,0.0,3.5,0.1424999999999999,0.0153202400438113
sbm10k,n2v,18,9,71.46,1800,4.75,0.0081303764122783,0.0,0.0,5.0,0.1344999999999999,0.014953255424823
sbm10k,n2v,20,9,75.87,1800,4.5,0.0075778581635325,0.0,0.0,5.5,0.1125,0.0138484611058413
sbm10k,n2v,22,9,74.07,1800,4.75,0.0055925716543371,0.0,0.0,5.25,0.1055,0.0134634845341018
sbm10k,n2v,24,9,69.79,1800,4.25,0.0045216270160081,0.0,0.0,3.5,0.1039999999999999,0.0133786332336304
sbm10k,n2v,26,9,73.62,1800,4.0,0.0031935253590423,0.0,0.0,5.5,0.0935,0.0127594155900652
sbm10k,n2v,28,9,70.13,1800,4.0,0.0016614065018871,0.0,0.0,4.25,0.0865,0.0123197927823482
sbm10k,n2v,30,9,83.07,1800,3.75,0.0006581724933402,0.0,0.0,6.25,0.0869999999999999,0.012351966029746
sbm10k,n2v,32,9,97.19,1800,3.5,0.0005370311669665,0.0,0.0,7.0,0.0789999999999999,0.0118218224990903
sbm10k,n2v,2,9,70.63,1900,2.0,0.1341108151796106,0.0,0.0,5.5,0.3155,0.0203670196101442
sbm10k,n2v,4,9,81.02,1900,5.0,0.1099822395081494,0.0,0.0,6.75,0.2485,0.0189395110338149
sbm10k,n2v,6,9,79.97,1900,6.75,0.0718575490567419,0.0,0.0,5.0,0.2119999999999999,0.0179131561931447
sbm10k,n2v,8,9,80.73,1900,6.5,0.042258390850438,0.0,0.0,3.5,0.2105,0.0178666525068351
sbm10k,n2v,10,9,82.35,1900,5.75,0.0284773579004071,0.0,0.0,6.25,0.1745,0.0166340241613387
sbm10k,n2v,12,9,76.02,1900,5.5,0.0191548219390235,0.0,0.0,5.25,0.157,0.0159442717237257
sbm10k,n2v,14,9,76.35,1900,5.25,0.0132690568443115,0.0,0.0,4.5,0.141,0.0152527169776404
sbm10k,n2v,16,9,75.57,1900,5.25,0.0085736117837638,0.0,0.0,3.5,0.141,0.0152527169776404
sbm10k,n2v,18,9,85.71,1900,4.75,0.0082068212573797,0.0,0.0,6.25,0.1334999999999999,0.0149061672538583
sbm10k,n2v,20,9,82.49,1900,4.5,0.007664724248292,0.0,0.0,5.5,0.1115,0.013794540014078
