graph,emb,dim,param,exec_time,landmarks,model,clusters,iter,ami,apr
sbm10k,hope,6,katz,2.15,-1,kmeans,30,5,0.1854942470475495,0.0420884955756694
sbm10k,hope,6,katz,2.51,-1,kmeans,30,6,0.1816093931540473,0.0438977069688453
sbm10k,hope,6,katz,2.19,-1,kmeans,30,7,0.1862035962629963,0.0460518692709369
sbm10k,hope,6,katz,2.34,-1,kmeans,30,8,0.1857245064852037,0.0441984827164595
sbm10k,hope,6,katz,2.1,-1,kmeans,30,9,0.184618853620188,0.0432862557344375
sbm10k,hope,6,katz,2.32,-1,kmeans,30,10,0.1864061571871834,0.0478281632024014
sbm10k,hope,6,katz,2.2,-1,kmeans,30,11,0.182934136499011,0.0427300439506867
sbm10k,hope,6,katz,2.24,-1,kmeans,30,12,0.1849145662887571,0.0491606564067234
sbm10k,hope,6,katz,2.44,-1,kmeans,30,13,0.1833041871131544,0.0457498769059354
sbm10k,hope,6,katz,2.32,-1,kmeans,30,14,0.1820212513705593,0.0479128397646118
sbm10k,hope,6,katz,2.22,-1,kmeans,30,15,0.1851955635611984,0.0490118502606022
sbm10k,hope,6,katz,2.26,-1,kmeans,30,16,0.1825050922366839,0.0454272904440905
sbm10k,hope,6,katz,1.98,-1,kmeans,30,17,0.1808429041735125,0.048257794617675
sbm10k,hope,6,katz,2.24,-1,kmeans,30,18,0.1812958071967087,0.0423000515953077
sbm10k,hope,6,katz,2.13,-1,kmeans,30,19,0.185478510655953,0.0450567885165109
sbm10k,hope,8,katz,2.08,-1,kmeans,30,0,0.2451085753412304,0.0663585131129653
sbm10k,hope,8,katz,2.0,-1,kmeans,30,1,0.2439610413602844,0.0643449040594887
sbm10k,hope,8,katz,2.07,-1,kmeans,30,2,0.2397594909956454,0.0630421086055159
sbm10k,hope,8,katz,2.17,-1,kmeans,30,3,0.2426712083600584,0.066541581413702
sbm10k,hope,8,katz,2.12,-1,kmeans,30,4,0.2395051766230564,0.0644696439455459
sbm10k,hope,8,katz,1.95,-1,kmeans,30,5,0.2404314638756968,0.0677021739704253
sbm10k,hope,8,katz,1.94,-1,kmeans,30,6,0.2392570121191191,0.0635393003506897
sbm10k,hope,8,katz,4.81,-1,kmeans,30,7,0.2417066777444109,0.0657638855057076
sbm10k,hope,8,katz,4.86,-1,kmeans,30,8,0.2434696243923869,0.0662468364772874
sbm10k,hope,8,katz,3.22,-1,kmeans,30,9,0.2397236560724231,0.06359788131556
sbm10k,hope,8,katz,4.21,-1,kmeans,30,10,0.2432293797836891,0.0676281981703319
sbm10k,hope,8,katz,2.5,-1,kmeans,30,11,0.2379713753612856,0.062703240208419
sbm10k,hope,8,katz,5.07,-1,kmeans,30,12,0.2394342573565914,0.0677594248761388
sbm10k,hope,8,katz,3.16,-1,kmeans,30,13,0.2369113204710273,0.0693253893763339
sbm10k,hope,8,katz,3.75,-1,kmeans,30,14,0.2412527394508282,0.0673353031275171
sbm10k,hope,8,katz,5.16,-1,kmeans,30,15,0.2440068042657409,0.0688315757648812
sbm10k,hope,8,katz,4.15,-1,kmeans,30,16,0.239865604987677,0.0652270361963838
sbm10k,hope,8,katz,4.55,-1,kmeans,30,17,0.2385411072972866,0.0658089075377735
sbm10k,hope,8,katz,2.57,-1,kmeans,30,18,0.2409910955855703,0.0617168292489634
sbm10k,hope,8,katz,4.66,-1,kmeans,30,19,0.2403322405155395,0.0636586628603591
sbm10k,hope,10,katz,3.83,-1,kmeans,30,0,0.2930620588565232,0.0859690404468814
sbm10k,hope,10,katz,3.31,-1,kmeans,30,1,0.2884916175659744,0.0806636087650147
sbm10k,hope,10,katz,2.94,-1,kmeans,30,2,0.2873084689866058,0.0782123327094155
sbm10k,hope,10,katz,3.06,-1,kmeans,30,3,0.2856167532158019,0.0778185067215522
sbm10k,hope,10,katz,4.09,-1,kmeans,30,4,0.2864271084892905,0.0781222533423866
sbm10k,hope,10,katz,4.65,-1,kmeans,30,5,0.2922641506103121,0.0911527599601767
sbm10k,hope,10,katz,3.22,-1,kmeans,30,6,0.2897841775887942,0.0891187505067661
sbm10k,hope,10,katz,3.47,-1,kmeans,30,7,0.2932421692334884,0.0946689348280987
sbm10k,hope,10,katz,3.5,-1,kmeans,30,8,0.2860720156825221,0.0777066529795269
sbm10k,hope,10,katz,2.19,-1,kmeans,30,9,0.2929953657365863,0.0942973060431788
sbm10k,hope,10,katz,1.75,-1,kmeans,30,10,0.2925216546324688,0.0913799397050065
sbm10k,hope,10,katz,1.95,-1,kmeans,30,11,0.2859659044239552,0.0859061678455706
sbm10k,hope,10,katz,2.1,-1,kmeans,30,12,0.2936394596770297,0.0875391388731623
sbm10k,hope,10,katz,2.05,-1,kmeans,30,13,0.2928069069571195,0.0854885089733154
sbm10k,hope,10,katz,2.01,-1,kmeans,30,14,0.2933261062687921,0.0855878513841899
sbm10k,hope,10,katz,1.92,-1,kmeans,30,15,0.2841435928550105,0.0778459276637812
sbm10k,hope,10,katz,2.07,-1,kmeans,30,16,0.2882227394750254,0.0794476312884183
sbm10k,hope,10,katz,2.28,-1,kmeans,30,17,0.2862802662412177,0.0784534557261454
sbm10k,hope,10,katz,1.84,-1,kmeans,30,18,0.2919104798600424,0.0862048943542471
sbm10k,hope,10,katz,1.99,-1,kmeans,30,19,0.2863585878937409,0.0781941417491206
sbm10k,hope,12,katz,2.23,-1,kmeans,30,0,0.334030791887282,0.1040509709094895
sbm10k,hope,12,katz,2.08,-1,kmeans,30,1,0.3326387032295942,0.1137842316460981
sbm10k,hope,12,katz,2.21,-1,kmeans,30,2,0.3438577479721718,0.1092936206741212
sbm10k,hope,12,katz,2.07,-1,kmeans,30,3,0.3387447001747244,0.1072501060006411
sbm10k,hope,12,katz,2.17,-1,kmeans,30,4,0.355995057042261,0.1071545673665306
sbm10k,hope,12,katz,2.16,-1,kmeans,30,5,0.3483245501016636,0.1090621677602526
sbm10k,hope,12,katz,2.32,-1,kmeans,30,6,0.3367675457280227,0.0998326781175517
sbm10k,hope,12,katz,2.01,-1,kmeans,30,7,0.3382531041215388,0.1200796927508474
sbm10k,hope,12,katz,2.32,-1,kmeans,30,8,0.3446320178648464,0.1064903357372896
sbm10k,hope,12,katz,2.08,-1,kmeans,30,9,0.3494479674011038,0.1041886199806212
sbm10k,hope,12,katz,2.08,-1,kmeans,30,10,0.3457347985039023,0.1127087085222464
sbm10k,hope,12,katz,2.22,-1,kmeans,30,11,0.3422568876267257,0.1040056277251212
sbm10k,hope,12,katz,2.19,-1,kmeans,30,12,0.3400728605240912,0.1190241937456899
sbm10k,hope,12,katz,2.06,-1,kmeans,30,13,0.3446782198949679,0.1046126572642683
sbm10k,hope,12,katz,2.05,-1,kmeans,30,14,0.3464611151793285,0.1218223004508131
sbm10k,hope,12,katz,2.05,-1,kmeans,30,15,0.3427196393972226,0.1113153743741067
sbm10k,hope,12,katz,2.15,-1,kmeans,30,16,0.3356009760361428,0.1042309186156281
sbm10k,hope,12,katz,2.09,-1,kmeans,30,17,0.3359839305287581,0.1036010582692961
sbm10k,hope,12,katz,1.98,-1,kmeans,30,18,0.3442540689525862,0.1073614117481839
sbm10k,hope,12,katz,2.03,-1,kmeans,30,19,0.3391577842281223,0.1093000669695992
sbm10k,hope,14,katz,2.08,-1,kmeans,30,0,0.3761169563504617,0.1157720497035971
sbm10k,hope,14,katz,2.14,-1,kmeans,30,1,0.3749318244740446,0.1253014576185479
sbm10k,hope,14,katz,2.19,-1,kmeans,30,2,0.3730277456885322,0.1223207957839661
sbm10k,hope,14,katz,2.25,-1,kmeans,30,3,0.365986521240123,0.1205503628271999
sbm10k,hope,14,katz,2.09,-1,kmeans,30,4,0.3802814568570948,0.1218442565621361
sbm10k,hope,14,katz,2.01,-1,kmeans,30,5,0.3759160994547483,0.1226083398356178
sbm10k,hope,14,katz,1.87,-1,kmeans,30,6,0.3825555042195328,0.1218784073322485
sbm10k,hope,14,katz,2.25,-1,kmeans,30,7,0.3737639762579351,0.1191426787866683
sbm10k,hope,14,katz,2.07,-1,kmeans,30,8,0.3717564336861829,0.1160398435783334
sbm10k,hope,14,katz,2.14,-1,kmeans,30,9,0.3745334043298321,0.122466856004296
sbm10k,hope,14,katz,2.02,-1,kmeans,30,10,0.369567136253817,0.1172846981279803
sbm10k,hope,14,katz,2.16,-1,kmeans,30,11,0.3682647419020692,0.1190123416774073
sbm10k,hope,14,katz,2.17,-1,kmeans,30,12,0.3728185282507587,0.1240941689914053
sbm10k,hope,14,katz,2.11,-1,kmeans,30,13,0.3869059909680699,0.1178091743101562
sbm10k,hope,14,katz,1.98,-1,kmeans,30,14,0.3681841126729028,0.1342114245722258
sbm10k,hope,14,katz,2.36,-1,kmeans,30,15,0.3849420238391874,0.1144976049307711
sbm10k,hope,14,katz,2.05,-1,kmeans,30,16,0.3805731220034969,0.1252410228498454
sbm10k,hope,14,katz,2.06,-1,kmeans,30,17,0.3636663401843146,0.1212869141819555
sbm10k,hope,14,katz,2.13,-1,kmeans,30,18,0.3777749121620017,0.1220278557862487
sbm10k,hope,14,katz,2.14,-1,kmeans,30,19,0.3718370619464599,0.1282215457090069
sbm10k,hope,16,katz,2.16,-1,kmeans,30,0,0.4517613339628998,0.1508476602855132
sbm10k,hope,16,katz,2.2,-1,kmeans,30,1,0.4517989877789208,0.1668052306290926
sbm10k,hope,16,katz,2.06,-1,kmeans,30,2,0.4469894126109095,0.1621519227607912
sbm10k,hope,16,katz,2.24,-1,kmeans,30,3,0.4394081573836153,0.1509881228492335
sbm10k,hope,16,katz,2.06,-1,kmeans,30,4,0.4534752266803823,0.1693956842034662
sbm10k,hope,16,katz,2.22,-1,kmeans,30,5,0.4525248514008932,0.1518440498969129
sbm10k,hope,16,katz,2.18,-1,kmeans,30,6,0.4396283139962194,0.158906417026042
sbm10k,hope,16,katz,2.23,-1,kmeans,30,7,0.4433021883879363,0.1645301127836168
sbm10k,hope,16,katz,2.13,-1,kmeans,30,8,0.4595782899176084,0.1566972083971905
sbm10k,hope,16,katz,2.24,-1,kmeans,30,9,0.4390953390391535,0.1637093546877558
sbm10k,hope,16,katz,1.99,-1,kmeans,30,10,0.4574183751979389,0.1547588269265781
sbm10k,hope,16,katz,2.24,-1,kmeans,30,11,0.4687102232536345,0.15433920587673
sbm10k,hope,16,katz,2.13,-1,kmeans,30,12,0.4354100454902345,0.1712729360544253
sbm10k,hope,16,katz,2.23,-1,kmeans,30,13,0.4370538395705249,0.1619578754900016
sbm10k,hope,16,katz,2.09,-1,kmeans,30,14,0.4607685446496573,0.1596965629777482
sbm10k,hope,16,katz,2.28,-1,kmeans,30,15,0.4454811616455925,0.1663010308674581
sbm10k,hope,16,katz,2.2,-1,kmeans,30,16,0.4529350221246792,0.1480940096569264
sbm10k,hope,16,katz,2.23,-1,kmeans,30,17,0.4397488640034928,0.1457827972878891
sbm10k,hope,16,katz,2.18,-1,kmeans,30,18,0.441837807485809,0.1641426826583049
sbm10k,hope,16,katz,2.42,-1,kmeans,30,19,0.4644256168908404,0.1496971476017114
sbm10k,hope,18,katz,2.26,-1,kmeans,30,0,0.5198698734406438,0.1871648787215105
sbm10k,hope,18,katz,2.45,-1,kmeans,30,1,0.4888134754056485,0.1884662100640634
sbm10k,hope,18,katz,2.15,-1,kmeans,30,2,0.4882240001659849,0.1839285470769398
sbm10k,hope,18,katz,2.34,-1,kmeans,30,3,0.5140111850383865,0.1963759040431552
sbm10k,hope,18,katz,2.21,-1,kmeans,30,4,0.512190269765364,0.1960425217665389
sbm10k,hope,18,katz,2.2,-1,kmeans,30,5,0.5203915240576995,0.1721963940825631
sbm10k,hope,18,katz,2.13,-1,kmeans,30,6,0.4998335295347144,0.1896861082361741
sbm10k,hope,18,katz,2.28,-1,kmeans,30,7,0.5047492496143302,0.1697926870017888
sbm10k,hope,18,katz,2.21,-1,kmeans,30,8,0.5147493216600572,0.1872553675664008
sbm10k,hope,18,katz,2.22,-1,kmeans,30,9,0.5020541446869907,0.197161556370046
sbm10k,hope,18,katz,2.37,-1,kmeans,30,10,0.4985679885921993,0.1833226448336606
sbm10k,hope,18,katz,2.08,-1,kmeans,30,11,0.5093172215491212,0.1761647989409652
sbm10k,hope,18,katz,2.39,-1,kmeans,30,12,0.5056465206510741,0.1919456006941853
sbm10k,hope,18,katz,2.21,-1,kmeans,30,13,0.5026050729430964,0.202875554484917
sbm10k,hope,18,katz,2.39,-1,kmeans,30,14,0.5305099617846718,0.1771564949679772
sbm10k,hope,18,katz,2.21,-1,kmeans,30,15,0.4937832235342953,0.1668672219565582
sbm10k,hope,18,katz,2.16,-1,kmeans,30,16,0.4939189039554525,0.1795773387391036
sbm10k,hope,18,katz,2.19,-1,kmeans,30,17,0.5043533455419548,0.1880492458030756
sbm10k,hope,18,katz,2.22,-1,kmeans,30,18,0.5067829742432385,0.1863404332482428
sbm10k,hope,18,katz,2.31,-1,kmeans,30,19,0.5110574659640651,0.1932720518633134
sbm10k,hope,20,katz,2.05,-1,kmeans,30,0,0.5929990165342045,0.2646362651865505
sbm10k,hope,20,katz,2.32,-1,kmeans,30,1,0.5886034233546832,0.2613855779663216
sbm10k,hope,20,katz,2.43,-1,kmeans,30,2,0.597317481842176,0.2428501604098962
sbm10k,hope,20,katz,2.61,-1,kmeans,30,3,0.6021569097370142,0.2274567110008096
sbm10k,hope,20,katz,2.42,-1,kmeans,30,4,0.5924675175991517,0.2417105730092249
sbm10k,hope,20,katz,2.29,-1,kmeans,30,5,0.5911772068988016,0.233383341111096
sbm10k,hope,20,katz,2.24,-1,kmeans,30,6,0.5976274905886092,0.2408683939888581
sbm10k,hope,20,katz,2.38,-1,kmeans,30,7,0.5987538958031713,0.2478812360185418
sbm10k,hope,20,katz,2.21,-1,kmeans,30,8,0.6020076030617434,0.2565858340726628
sbm10k,hope,20,katz,2.29,-1,kmeans,30,9,0.6120794789574152,0.2346893547083582
sbm10k,hope,20,katz,2.56,-1,kmeans,30,10,0.604483977277111,0.2468181497095649
sbm10k,hope,20,katz,2.21,-1,kmeans,30,11,0.5982197275214219,0.2384904535665752
sbm10k,hope,20,katz,2.17,-1,kmeans,30,12,0.6175448900770423,0.182538731742064
sbm10k,hope,20,katz,2.2,-1,kmeans,30,13,0.6057022230888486,0.2557954620568802
sbm10k,hope,20,katz,2.41,-1,kmeans,30,14,0.6114998471318571,0.2384286644130329
sbm10k,hope,20,katz,2.67,-1,kmeans,30,15,0.6045741395313071,0.2491265952627105
sbm10k,hope,20,katz,2.07,-1,kmeans,30,16,0.6167676850253057,0.1840868366948957
sbm10k,hope,20,katz,2.3,-1,kmeans,30,17,0.6146295963968953,0.2301114420632097
sbm10k,hope,20,katz,2.26,-1,kmeans,30,18,0.6048490493844061,0.2262054395755303
sbm10k,hope,20,katz,2.66,-1,kmeans,30,19,0.5965974389233265,0.2657499702788484
sbm10k,hope,22,katz,2.47,-1,kmeans,30,0,0.6274483709778871,0.2782780042866729
sbm10k,hope,22,katz,2.21,-1,kmeans,30,1,0.619372552108192,0.29739402921806
sbm10k,hope,22,katz,2.33,-1,kmeans,30,2,0.6401551886769976,0.2648003270674281
sbm10k,hope,22,katz,2.14,-1,kmeans,30,3,0.6395386943219871,0.2273423343818353
sbm10k,hope,22,katz,2.51,-1,kmeans,30,4,0.6397144838980616,0.2134473853555882
sbm10k,hope,22,katz,2.5,-1,kmeans,30,5,0.6296868739850985,0.2867442134415504
sbm10k,hope,22,katz,2.09,-1,kmeans,30,6,0.6251046053196193,0.2735046550475143
sbm10k,hope,22,katz,2.3,-1,kmeans,30,7,0.6293478390650626,0.2839358397352112
sbm10k,hope,22,katz,2.32,-1,kmeans,30,8,0.6390055776208996,0.2627702494047438
sbm10k,hope,22,katz,2.32,-1,kmeans,30,9,0.6226805467898455,0.3010153264661977
sbm10k,hope,22,katz,2.42,-1,kmeans,30,10,0.640634868257954,0.2599443729874989
sbm10k,hope,22,katz,2.56,-1,kmeans,30,11,0.640607370677727,0.2199953915727444
sbm10k,hope,22,katz,2.34,-1,kmeans,30,12,0.6284991415464499,0.2818879020006585
sbm10k,hope,22,katz,2.47,-1,kmeans,30,13,0.6388515434960681,0.2606476744084719
sbm10k,hope,22,katz,2.19,-1,kmeans,30,14,0.6352011978225613,0.2588362004036644
sbm10k,hope,22,katz,2.52,-1,kmeans,30,15,0.6379138658013455,0.2571422813962937
sbm10k,hope,22,katz,2.27,-1,kmeans,30,16,0.6395365103452695,0.2645242689498183
sbm10k,hope,22,katz,2.32,-1,kmeans,30,17,0.636161684744525,0.2512142591011067
sbm10k,hope,22,katz,2.01,-1,kmeans,30,18,0.6289190571662117,0.2766876950520809
sbm10k,hope,22,katz,2.33,-1,kmeans,30,19,0.6392278422035487,0.2575168082713418
sbm10k,hope,24,katz,2.15,-1,kmeans,30,0,0.6709434333498976,0.2991955938417427
sbm10k,hope,24,katz,2.62,-1,kmeans,30,1,0.6759462531186118,0.2996645493110674
sbm10k,hope,24,katz,2.69,-1,kmeans,30,2,0.6673883574200801,0.3019103850145345
sbm10k,hope,24,katz,2.55,-1,kmeans,30,3,0.667600494166129,0.3085493711029076
sbm10k,hope,24,katz,2.35,-1,kmeans,30,4,0.6720337954346751,0.3709774803939503
sbm10k,hope,24,katz,2.65,-1,kmeans,30,5,0.6724546738169754,0.2930874582411569
sbm10k,hope,24,katz,2.38,-1,kmeans,30,6,0.6674630750478402,0.3049889474517981
sbm10k,hope,24,katz,2.33,-1,kmeans,30,7,0.6734806071068362,0.289438288367366
sbm10k,hope,24,katz,2.45,-1,kmeans,30,8,0.6662380311253976,0.2628349972865284
sbm10k,hope,24,katz,2.6,-1,kmeans,30,9,0.6641644264213061,0.3282090898453755
sbm10k,hope,24,katz,2.26,-1,kmeans,30,10,0.6648374094618873,0.3311589722742574
sbm10k,hope,24,katz,2.65,-1,kmeans,30,11,0.672955427073622,0.3004857625723542
sbm10k,hope,24,katz,2.51,-1,kmeans,30,12,0.6651083264701596,0.3094330497408021
sbm10k,hope,24,katz,2.55,-1,kmeans,30,13,0.6714303617824922,0.29252861939717
sbm10k,hope,24,katz,2.46,-1,kmeans,30,14,0.6717460879557705,0.3308839081685792
sbm10k,hope,24,katz,2.63,-1,kmeans,30,15,0.6714315939524494,0.3051132725494849
sbm10k,hope,24,katz,2.39,-1,kmeans,30,16,0.6674653461077058,0.2370170001134794
sbm10k,hope,24,katz,2.25,-1,kmeans,30,17,0.6772051785425396,0.318526285782198
sbm10k,hope,24,katz,2.4,-1,kmeans,30,18,0.666076764239027,0.2748499308734393
sbm10k,hope,24,katz,2.39,-1,kmeans,30,19,0.67432354868144,0.3115974302880335
sbm10k,hope,26,katz,2.37,-1,kmeans,30,0,0.6828306691784684,0.3504984491243715
sbm10k,hope,26,katz,2.17,-1,kmeans,30,1,0.6891438695495776,0.3236486368817187
sbm10k,hope,26,katz,2.19,-1,kmeans,30,2,0.6952995035409204,0.3006035436584793
sbm10k,hope,26,katz,2.46,-1,kmeans,30,3,0.6896941163113726,0.2196713015202128
sbm10k,hope,26,katz,2.31,-1,kmeans,30,4,0.6880693485526116,0.336419846570105
sbm10k,hope,26,katz,2.3,-1,kmeans,30,5,0.6906850559676359,0.2824071911170374
sbm10k,hope,26,katz,2.25,-1,kmeans,30,6,0.6912303031924751,0.3443954092609861
sbm10k,hope,26,katz,2.43,-1,kmeans,30,7,0.6957883724034228,0.3178437643757827
sbm10k,hope,26,katz,2.45,-1,kmeans,30,8,0.6815926220446059,0.3168053553712495
sbm10k,hope,26,katz,2.48,-1,kmeans,30,9,0.6973237062222984,0.3243546497771744
sbm10k,hope,26,katz,2.1,-1,kmeans,30,10,0.6891995102851256,0.2698607847783489
sbm10k,hope,26,katz,2.26,-1,kmeans,30,11,0.6919281424987657,0.3705030800798934
sbm10k,hope,26,katz,2.47,-1,kmeans,30,12,0.6917384728344609,0.2948482008673771
sbm10k,hope,26,katz,2.23,-1,kmeans,30,13,0.6837342220262956,0.2668132916066788
sbm10k,hope,26,katz,2.3,-1,kmeans,30,14,0.6902410476734814,0.2233193618673635
sbm10k,hope,26,katz,2.19,-1,kmeans,30,15,0.6911139617665417,0.2275361702491483
sbm10k,hope,26,katz,2.42,-1,kmeans,30,16,0.6959160988702062,0.3237909143366698
sbm10k,hope,26,katz,2.27,-1,kmeans,30,17,0.6925365220118961,0.3622818237786036
sbm10k,hope,26,katz,2.53,-1,kmeans,30,18,0.6894588788542338,0.3363465006889425
sbm10k,hope,26,katz,2.45,-1,kmeans,30,19,0.6840419965931559,0.3174015978056148
sbm10k,hope,28,katz,2.14,-1,kmeans,30,0,0.7549206346397468,0.3141693008573745
sbm10k,hope,28,katz,2.11,-1,kmeans,30,1,0.7417805158758151,0.3015703451038871
sbm10k,hope,28,katz,2.31,-1,kmeans,30,2,0.7439171679993303,0.3064134950652302
sbm10k,hope,28,katz,2.16,-1,kmeans,30,3,0.7542030854094164,0.4429819728860329
sbm10k,hope,28,katz,2.23,-1,kmeans,30,4,0.7532335134594441,0.4429416359981231
sbm10k,hope,28,katz,2.13,-1,kmeans,30,5,0.7519615841481485,0.3782771973684453
sbm10k,hope,28,katz,2.27,-1,kmeans,30,6,0.7461972449467174,0.4262097803012873
sbm10k,hope,28,katz,2.17,-1,kmeans,30,7,0.7551368520804119,0.390460646114653
sbm10k,hope,28,katz,2.01,-1,kmeans,30,8,0.7503014922220455,0.3872364650656291
sbm10k,hope,28,katz,2.34,-1,kmeans,30,9,0.7434742886166619,0.3725668113404826
sbm10k,hope,28,katz,1.97,-1,kmeans,30,10,0.7447662964704471,0.3114008354878514
sbm10k,hope,28,katz,2.06,-1,kmeans,30,11,0.7542487591130389,0.3226855608881861
sbm10k,hope,28,katz,2.16,-1,kmeans,30,12,0.7430282431654561,0.3707762642130184
sbm10k,hope,28,katz,2.26,-1,kmeans,30,13,0.7534442496841397,0.4414042558034559
sbm10k,hope,28,katz,2.19,-1,kmeans,30,14,0.7522367972143219,0.389733709937645
sbm10k,hope,28,katz,1.96,-1,kmeans,30,15,0.7536927225139947,0.3811703978614399
sbm10k,hope,28,katz,2.37,-1,kmeans,30,16,0.7530137843028533,0.4401726097057006
sbm10k,hope,28,katz,2.04,-1,kmeans,30,17,0.7408444644255304,0.3700234459407295
sbm10k,hope,28,katz,2.08,-1,kmeans,30,18,0.7534877420920233,0.3898267093551317
sbm10k,hope,28,katz,2.17,-1,kmeans,30,19,0.7539415502162479,0.3870584134930514
sbm10k,hope,30,katz,2.22,-1,kmeans,30,0,0.7679163686921457,0.4555431733686974
sbm10k,hope,30,katz,2.12,-1,kmeans,30,1,0.7712459917065358,0.4594306211246723
sbm10k,hope,30,katz,2.36,-1,kmeans,30,2,0.762059392151624,0.3295467611260422
sbm10k,hope,30,katz,2.09,-1,kmeans,30,3,0.7698766991296343,0.4593119958164758
sbm10k,hope,30,katz,2.2,-1,kmeans,30,4,0.7704970435235978,0.4538780013493149
sbm10k,hope,30,katz,2.09,-1,kmeans,30,5,0.7614822949780542,0.3862119217085135
sbm10k,hope,30,katz,2.13,-1,kmeans,30,6,0.7654003199390862,0.4047617840545802
sbm10k,hope,30,katz,2.17,-1,kmeans,30,7,0.7651914307679163,0.3355014582892067
sbm10k,hope,30,katz,2.15,-1,kmeans,30,8,0.7596710548124244,0.4013874592486557
sbm10k,hope,30,katz,2.05,-1,kmeans,30,9,0.7669530280264975,0.4532988960288305
sbm10k,hope,30,katz,2.15,-1,kmeans,30,10,0.7626517242133435,0.394431363112629
sbm10k,hope,30,katz,2.16,-1,kmeans,30,11,0.7687404234265403,0.3886737844839646
sbm10k,hope,30,katz,2.06,-1,kmeans,30,12,0.7628314907100564,0.3959236383393479
sbm10k,hope,30,katz,2.02,-1,kmeans,30,13,0.7597478939970134,0.3859811033905695
sbm10k,hope,30,katz,2.05,-1,kmeans,30,14,0.7702379597905563,0.4585667659858654
sbm10k,hope,30,katz,2.06,-1,kmeans,30,15,0.765550716339357,0.3954543368601007
sbm10k,hope,30,katz,1.97,-1,kmeans,30,16,0.7684368024111714,0.4582388969889233
sbm10k,hope,30,katz,2.04,-1,kmeans,30,17,0.7628811969141164,0.3942918067993843
sbm10k,hope,30,katz,2.05,-1,kmeans,30,18,0.7690859320515083,0.4501464531415438
sbm10k,hope,30,katz,2.11,-1,kmeans,30,19,0.7629521511808776,0.3794137058151175
sbm10k,hope,32,katz,2.07,-1,kmeans,30,0,0.7758684171171324,0.4127730839528978
sbm10k,hope,32,katz,2.13,-1,kmeans,30,1,0.7823468356574887,0.4521933891488249
sbm10k,hope,32,katz,1.93,-1,kmeans,30,2,0.7755809666003232,0.3129321959203183
sbm10k,hope,32,katz,2.05,-1,kmeans,30,3,0.777336574079196,0.4066598984134504
sbm10k,hope,32,katz,2.11,-1,kmeans,30,4,0.7729203524089256,0.3071813611229586
sbm10k,hope,32,katz,2.13,-1,kmeans,30,5,0.7729153483463068,0.4088179277298811
sbm10k,hope,32,katz,2.0,-1,kmeans,30,6,0.7786741744234774,0.4694807477302377
sbm10k,hope,32,katz,2.03,-1,kmeans,30,7,0.7793617418302924,0.4431902227288959
sbm10k,hope,32,katz,2.1,-1,kmeans,30,8,0.7827115841206499,0.433448458429807
sbm10k,hope,32,katz,2.04,-1,kmeans,30,9,0.7745786720070116,0.3080442094254939
sbm10k,hope,32,katz,2.01,-1,kmeans,30,10,0.7719707074204166,0.3356989859932457
sbm10k,hope,32,katz,2.0,-1,kmeans,30,11,0.7778916564833285,0.4412992213826758
sbm10k,hope,32,katz,2.03,-1,kmeans,30,12,0.7820012967171232,0.4461200932260625
sbm10k,hope,32,katz,1.98,-1,kmeans,30,13,0.7793655415593461,0.4428616726068472
sbm10k,hope,32,katz,2.04,-1,kmeans,30,14,0.7744345380965291,0.4096276726286081
sbm10k,hope,32,katz,2.03,-1,kmeans,30,15,0.7766484352296589,0.4657208212080711
sbm10k,hope,32,katz,2.01,-1,kmeans,30,16,0.7762863054449561,0.4686735653799214
sbm10k,hope,32,katz,1.98,-1,kmeans,30,17,0.7783296032597787,0.4751093149796249
sbm10k,hope,32,katz,1.99,-1,kmeans,30,18,0.7722316975022107,0.3048988109681147
sbm10k,hope,32,katz,2.12,-1,kmeans,30,19,0.7747171445242423,0.3425339941335952
nlfr10k,hope,2,katz,0.84,-1,kmeans,75,0,0.2875024337546146,0.0462760717747971
nlfr10k,hope,2,katz,1.04,-1,kmeans,75,1,0.2892851711808506,0.0555973108113893
nlfr10k,hope,2,katz,0.81,-1,kmeans,75,2,0.2897788512630535,0.0516383538519558
nlfr10k,hope,2,katz,1.06,-1,kmeans,75,3,0.2884861872759567,0.0517309703294916
nlfr10k,hope,2,katz,0.84,-1,kmeans,75,4,0.2878465007847012,0.0469267530044725
nlfr10k,hope,2,katz,0.86,-1,kmeans,75,5,0.2875220580448876,0.0510214551266775
nlfr10k,hope,2,katz,0.89,-1,kmeans,75,6,0.2871833842759969,0.0492752523724836
nlfr10k,hope,2,katz,0.85,-1,kmeans,75,7,0.2878921105769806,0.0535616041962791
nlfr10k,hope,2,katz,0.89,-1,kmeans,75,8,0.2888627916841498,0.0531051293979421
nlfr10k,hope,2,katz,0.84,-1,kmeans,75,9,0.2857911873774909,0.0458813674896371
nlfr10k,hope,2,katz,0.86,-1,kmeans,75,10,0.289620898909469,0.0526995923230578
nlfr10k,hope,2,katz,0.87,-1,kmeans,75,11,0.2879077507612515,0.054601358058578
nlfr10k,hope,2,katz,0.85,-1,kmeans,75,12,0.2866711349008892,0.0495124852079
nlfr10k,hope,2,katz,0.85,-1,kmeans,75,13,0.2898146826667719,0.0506958756427368
nlfr10k,hope,2,katz,0.87,-1,kmeans,75,14,0.2888027769769976,0.0544902290383036
nlfr10k,hope,2,katz,0.86,-1,kmeans,75,15,0.2879762669091733,0.0475292206904105
